quadgram	frequency
the form of advances	2
the report on the	2
women and youth groups	2
resilience of disadvantaged rural	2
effects of malnutrition and	2
the adaptation capacity of	2
to the national procurement	2
account referred to in	2
for an irr of	2
with a negative outlook	2
that has already been	2
basis after the borrower	2
issue of the transformation	2
the commercial viability of	2
in order to properly	2
and secondary distribution infrastructure	2
and validated with the	2
of mitigation measures and	2
sa method will be	2
local and organizational capacity	2
of subsidizing the tariff	2
particularly in the case	2
working in groups has	2
water storage facilities and	2
fully with any such	2
plans and their professionalization	2
further reduction in poverty	2
in o u t	2
of the industries and	2
protection and subsidy programs	2
indicators have been remarkable	2
agricultural productivity and also	2
in order to preserve	2
poverty reduction and as	2
the gradual decline in	2
budget and clear institutional	2
strengthen training and control	2
those mostly family fishing	2
ifad and adb will	2
operation aims to improve	2
of the land in	2
in having a very	2
in project areas in	2
sector is handicapped by	2
ration formulation to young	2
in advance of maturity	2
in infrastructure and services	2
gas emissions by by	2
the number of project	2
poverty and climate change	2
higher agricultural productivity will	2
an economy marked by	2
and provide financial support	2
construction of structure to	2
and the links of	2
the success of these	2
lack of commitment by	2
water flows to the	2
federal project support unit	2
of the newly established	2
the four countries around	2
government and beneficiaries ua	2
the volume of wastewater	2
competitiveness of the sectors	2
improved water resources management	2
the technical and economic	2
the objectives of poverty	2
information critical to measuring	2
the productivity of key	2
the irrigation schemes that	2
they are characterized by	2
natural resource base of	2
are related to the	2
and adoption of good	2
in substance and form	2
various parts of the	2
of activities described under	2
poor people to climate	2
concerns related to the	2
identifies three priority crops	2
institutions relevant to climate	2
component will consist of	2
be financed by adb	2
kg of wheat grain	2
coffee and cocoa are	2
be jointly implemented by	2
st august and st	2
of the constraints faced	2
the tco tiocs and	2
asap beneficiaries borrower counterpart	2
the food chain market	2
mechanisation and irrigation development	2
is currently undergoing a	2
upon and disclosed before	2
of technical ministries involved	2
priority infrastructure and structures	2
to main stakeholders and	2
national agricultural innovation system	2
of a logical framework	2
integrated investment planning and	2
and a social dimension	2
been consulted upon and	2
up survey administered in	2
emphasis on internal processing	2
detailed monitoring and evaluation	2
sustainability and social equity	2
an important sector in	2
it ie s activities	2
as well as participatory	2
review baseline data update	2
and review of project	2
and water supply and	2
an annual schedule of	2
condition for execution of	2
subcomponent also calls for	2
information technology service facilities	2
by the south african	2
advances against approved awp	2
gained useful experiences in	2
such as soybean and	2
of selected agricultural public	2
around major agropole projects	2
conflict that left them	2
for a total population	2
of public works and	2
consistent and timely supply	2
intends to continue its	2
quality of food products	2
work in close cooperation	2
are reluctant to lend	2
technology applied in food	2
and knowledge between projects	2
the possibility of a	2
services signed between the	2
the donor committee on	2
is aligned with both	2
type production models and	2
at the financial and	2
ownership and land tenure	2
proper orientation on mindset	2
regular dissemination of knowledge	2
that will support the	2
of strong pressure on	2
annexed to the quarterly	2
reduction of the country	2
component is to increase	2
season are factors militating	2
denominated special account and	2
the department of external	2
which a lower fixed	2
building institutional and technical	2
relevant activities before project	2
conditions necessary for execution	2
gardening areas with improved	2
at least annually to	2
including an additional contribution	2
to facilitate this process	2
whose value chains will	2
interest rates to the	2
be around us million	2
the fifth year of	2
release of funds by	2
audit services during the	2
lessons from the ongoing	2
agriculture and good agricultural	2
strategies for gender mainstreaming	2
are the rehabilitation of	2
used for animal feeding	2
project regulations have been	2
contingency emergency response plan	2
impact on the population	2
and the ifad grant	2
approximately processing lines with	2
on compensation and resettlement	2
made towards achieving the	2
average annual productivity of	2
of the proposed technical	2
to the percentage of	2
available to afghan households	2
food security will be	2
reports progress and m	2
rpf which will outline	2
the bolivian government has	2
agriculture and economic growth	2
and costs have been	2
provisions of the ifad	2
decision making body of	2
upheld by this project	2
the project could support	2
by the project which	2
support the financial viability	2
developpement proposed development objective	2
reinforced during the preparation	2
safety training for laboratory	2
prepare esmf and rpf	2
conservation agriculture and good	2
period to be determined	2
credit to the agriculture	2
publicly disclosed before project	2
beneficiaries reached with financial	2
and evaluate project activities	2
produce regional public goods	2
to price escalation for	2
and grant will be	2
only slightly more than	2
ho chi minh university	2
per capita in of	2
irrigation infrastructure related interventions	2
and transformation plan ii	2
through targeted support to	2
and environmental conservation has	2
support to producer organizations	2
the selected project area	2
and pasture land management	2
for all the potential	2
agency has incorporated the	2
and irrigation or any	2
a consultative approach involving	2
with at least for	2
be fully or partially	2
ifad has intervened in	2
because it does not	2
highest level of authority	2
into account lessons from	2
potentially cause minor construction	2
smooth implementation of the	2
proper management of any	2
field office in bafata	2
under the budget program	2
a firm of independent	2
context the agricultural sector	2
ii will contribute to	2
deployment of appropriate technology	2
out environmental and social	2
especially among nutritionally vulnerable	2
financial gains and their	2
natural canals of the	2
partnership with the next	2
food staples under the	2
climate adaptation into perpetuity	2
nut development support project	2
agencies to respond to	2
the cameroon country partnership	2
with the vision of	2
the fisheries sector of	2
covers about of the	2
method of training and	2
the submission of a	2
of releasing a sufficient	2
to create a more	2
implementation of the monitoring	2
support smallholder farmers in	2
in the fergana valley	2
the demands of the	2
programme will prioritize existing	2
for operations using the	2
terms of releasing a	2
agreement and the hltf	2
and rating system in	2
will screen out activities	2
part of the ongoing	2
the supply and demand	2
directors to improve the	2
will ensure effective management	2
performing environmental impact assessments	2
the entire state of	2
and regional management committee	2
made to improve agricultural	2
as tools for interaction	2
the activities of component	2
growing at an annual	2
farmers into effective supply	2
sector competitiveness economic diversification	2
be to contribute to	2
priority crops for the	2
the return on investment	2
is prevalent in the	2
the sharing of information	2
learning and scaling up	2
the elaboration and implementation	2
world commodity prices mitigation	2
created farmer groups and	2
targeting strategy based on	2
final audit report for	2
the poorest live in	2
structures constructed kw of	2
agricultural value chains through	2
themselves out of poverty	2
development of agropoles and	2
qualifications and experience of	2
approval of the punjab	2
moa and the gbs	2
and from to for	2
a fruits and vegetable	2
tariffs in lsi perimeters	2
irrigable area in uganda	2
moald shall have conducted	2
provide regular information on	2
indicates that the instrument	2
the country and in	2
districts that will be	2
supported project may submit	2
kenyans continue to live	2
term regional emergency response	2
of a local and	2
response via implementation of	2
time allocation for women	2
change due to the	2
the inherent risk is	2
to the fall in	2
of a global sector	2
and indicators will be	2
of activities with significant	2
by the project because	2
agricultural sector plays a	2
of a loan in	2
tax and customs duty	2
related to climate resilience	2
resulted in percent increase	2
achieve the millennium development	2
empowerment project in the	2
the bulk of its	2
activities will not have	2
affected communities of adamawa	2
government to implement the	2
implemented there are clear	2
outside the production areas	2
available to farmers and	2
to support the transition	2
costs to be incurred	2
agreement of each component	2
in similar areas elsewhere	2
aris ensures that at	2
national crusade against hunger	2
due diligence mechanisms remain	2
ii will be implemented	2
the climate change sector	2
world bank integrated project	2
support to small and	2
and careful monitoring of	2
a dedicated project implementation	2
climate change and access	2
upon identification of cases	2
agreement as of such	2
moald and gandaki molmac	2
of financial products tailored	2
of strengthening the country	2
using locally available ingredients	2
team in collaboration with	2
poor and vulnerable in	2
priorities and strategies of	2
the strategy and development	2
monitoring results will be	2
food security and emergency	2
was officially launched and	2
to medium scale farmers	2
loan regulations as a	2
rural areas where the	2
ecosystem management to enhance	2
it also highlights the	2
avoid any potential impacts	2
per cent of gross	2
a diversified and competitive	2
technologies in participating countries	2
of the advanced amount	2
loan amount attachment to	2
the project team and	2
data collection and monitoring	2
capital following the central	2
to be implemented during	2
still needs to be	2
exchange for the country	2
the pmu embedded within	2
with guidance from the	2
from a stronger coordination	2
guarantee of sme involvement	2
and the economic net	2
old plantations and the	2
as the appropriate measures	2
some parts of the	2
to finance the purchase	2
paraguay will be limited	2
regional emergency response project	2
the efficient production and	2
rural livelihoods and economic	2
negotiations with the eu	2
value of us billion	2
a corruption perception index	2
crop and animal husbandry	2
groups in rural areas	2
financial aspects of the	2
the economy contracted by	2
be supervised on an	2
the inclusion of indigenous	2
the risk ratings of	2
to or greater than	2
advisory services and the	2
new technologies for increasing	2
the track record of	2
implementation of this strategy	2
includes a monitoring and	2
the time of preparation	2
complemented by increased productivity	2
d iscl osure ta	2
provided support to the	2
a positive impact in	2
and men that is	2
entire value chain from	2
and crda will work	2
recorded and knowledge disseminated	2
development for enhancing sustained	2
the first component of	2
of titling on the	2
contractual arrangements for service	2
cashew nut sector and	2
to assist in effective	2
and the french global	2
compliance with the world	2
the second component will	2
with assistance from the	2
detailed annual work schedule	2
the technical performance of	2
in the seed supply	2
the economic status of	2
finance some recurrent costs	2
for the annual audit	2
feeder roads development and	2
the afghanistan living conditions	2
will be replicated and	2
be involved in this	2
a timely basis for	2
base of the economy	2
are currently encountered in	2
sales of crude oil	2
the current vision is	2
food safety and hygiene	2
and agribusiness strategic plan	2
to have positive effect	2
analysis as part of	2
technical services tasked with	2
locations where the bank	2
investment will be made	2
bank funding cost margin	2
support to make them	2
close monitoring of activities	2
to support increased adoption	2
tasi as a vehicle	2
associated resettlement and environmental	2
rural populations of ngozi	2
the development of farmer	2
expected to further worsen	2
and consultation with the	2
to be mostly of	2
and providing emergency response	2
of sustainable landscape management	2
up a piu for	2
is summarized in annex	2
efficiency strategy to the	2
adf loan ua million	2
for setting policy guidelines	2
small and fragmented land	2
the advanced regionalization system	2
quarter of the population	2
the issuing of land	2
objectives of these policies	2
sustainability after programme completion	2
for sustained national early	2
the two tsf and	2
to increase the competitiveness	2
has an annual rice	2
it does not support	2
be provided to make	2
management of pests and	2
a command area of	2
refrain from taking any	2
envisioned to be extended	2
increase and sustain agricultural	2
wet and dry seasons	2
agriculture sector development plan	2
schools and health facilities	2
for agricultural sectors in	2
project activities to increase	2
not fall on any	2
on natural resources will	2
and private livestock services	2
of extension staff and	2
impacts on forested areas	2
done by the piu	2
description and small changes	2
to reduce crop losses	2
grant funds will be	2
organizational and management capacities	2
the applicable national legislation	2
developing systems and institutions	2
involuntary resettlement screening form	2
and to the extent	2
in terms of supply	2
in sectors with real	2
whose performance is deemed	2
staff performance monitoring system	2
is the main supplier	2
at the individual level	2
well managed and flow	2
concentrated in the areas	2
of five million three	2
developed as a separate	2
ministry of agriculture is	2
according to the integrated	2
impact on project management	2
aim at improving the	2
transform landscapes for resilience	2
access to land ownership	2
approach to rural development	2
said account has been	2
implementing texts for the	2
she will be responsible	2
responsible for coordination with	2
business plans per semester	2
farming techniques and high	2
to remove constraints to	2
project will enhance agriculture	2
the power sector pillar	2
by inadequate extension services	2
the recent lack of	2
and endorsed by adb	2
managed for those subprojects	2
the participatory process will	2
the grant closing date	2
and pastoral value chain	2
support the country in	2
there is also an	2
their daily energy requirements	2
value of usd million	2
with a rate of	2
zambia to support sustainable	2
of structure to mitigate	2
two thirds of which	2
them in project sites	2
eight hundred thousand euros	2
sector to inclusive growth	2
any indigenous peoples impact	2
and trades related to	2
indicates the mitigation and	2
on key sectors such	2
management of forest and	2
increase the sustainable use	2
the implementation experience of	2
myanmar and ifad will	2
of the integrated pest	2
risks mitigation measures macroeconomic	2
capacity building and service	2
in agriculture is a	2
information on ongoing and	2
weather standards which incorporate	2
of farmers participating in	2
is to focus on	2
be competitively recruited as	2
approval of annual work	2
this component will allow	2
the bottom percent of	2
of the final audit	2
sbee operations throughout the	2
of needed infrastructure projects	2
support to gda and	2
the national seed board	2
of total output and	2
capacity has been set	2
growth in agricultural productivity	2
the standalone safeguards instruments	2
in the risk management	2
on the national agricultural	2
and technical quality structures	2
and impacts are envisaged	2
in the organization and	2
ongoing projects and tfps	2
of tanzania will be	2
a single operating modality	2
improving the availability and	2
national cashew nut sector	2
able to serve the	2
the director general agriculture	2
financial and accounting regulations	2
activities dated november and	2
the fund within three	2
for improved water and	2
project financed activities in	2
facilitate access to financing	2
and demand from the	2
document sets out a	2
to markets for selected	2
firm to manage the	2
as presented in technical	2
page of environmental assessment	2
based agriculture policy formulation	2
to district administrations and	2
a new cftp and	2
implement the project on	2
competitively recruited as a	2
and is addressing three	2
the platform for agricultural	2
a strategic role in	2
cent with a per	2
construction works for the	2
support for the emergence	2
north africa covering an	2
from the single currency	2
to implement its development	2
on increased domestic processing	2
implications on livelihoods of	2
results to the psc	2
integrated into agricultural value	2
for the different project	2
the prices of mining	2
with access to financing	2
of potential environmental impacts	2
gender analysis and action	2
sources of finance source	2
mass of diversified actions	2
coordination and programs management	2
successfully implemented under the	2
of target farmers with	2
the project to achieve	2
action plan were not	2
import substitution and export	2
fiduciary and safeguards aspects	2
october and subsequently revised	2
significant pest management issues	2
and in the sub	2
access to formal credit	2
is quite robust and	2
plan for establishment of	2
that will have to	2
namsip is fully aligned	2
initiative and dedicated to	2
effect of reducing the	2
agricultural markets that took	2
partners in the agriculture	2
objective of this project	2
learned captured and knowledge	2
improvement of socio economic	2
in accordance with internationally	2
is important to ensure	2
be the key management	2
national irrigation policy and	2
challenge in benin particularly	2
for water resources management	2
for the rwandan dairy	2
agriculture sector reforms and	2
including adopting a tariff	2
shall be made to	2
any contract to be	2
a comprehensive agricultural improvement	2
utilised by the crops	2
the wet season when	2
will hire additional environmental	2
development of synergies and	2
enormous amount of work	2
will be added to	2
the adaptation fund and	2
establishment of monitoring and	2
the three focus areas	2
work and follow up	2
income sources for vulnerable	2
regional technical committee will	2
restocking would concern the	2
financing of us million	2
and other infrastructure necessary	2
will need to conform	2
in low income households	2
processed as a series	2
azuay and morona santiago	2
focus on improving farm	2
attracting and leveraging investments	2
efficiency and increase beneficiary	2
mechanisms and financial education	2
the investment code to	2
the establishment and operation	2
with financial information for	2
value chain segmentation methodology	2
district as the springboard	2
population growth in the	2
supported by the m	2
direct contracting is both	2
and development strategy for	2
open access information and	2
smart technologies for production	2
support the food and	2
the bolaman basin is	2
and training in management	2
the acquisition of land	2
received training under mosap	2
is designed to provide	2
project will require the	2
business in order to	2
do not always favour	2
groups of producers or	2
of the strategic agricultural	2
of total irrigated area	2
there is no joint	2
issuing of land titles	2
some of the districts	2
additional border districts with	2
mainstream nutrition considerations in	2
policies and procedures for	2
an exit strategy and	2
the various reports produced	2
in a systematic way	2
monitoring of project and	2
and sorghum value chains	2
are included in table	2
adb for withdrawal from	2
marketing channels and improving	2
constraints to the improved	2
a level playing field	2
activities have a strategic	2
the sense of ownership	2
in aligning the public	2
through advisor services and	2
be strengthened with the	2
on the disbursement rate	2
grant borrower counterpart beneficiaries	2
with the wb safeguards	2
acceleration of the green	2
based data transmission system	2
the following three as	2
a main focus of	2
including enhancing transshipment and	2
and preparation of annual	2
because the woredas are	2
for the fight against	2
to reduce risks of	2
allow for rapid reallocation	2
value chains and their	2
gdp growth of at	2
missions were to understand	2
of agricultural products processed	2
on issues of child	2
harvest processing and storage	2
as well as rural	2
underpinned by the continued	2
was financed by the	2
the convening of donor	2
quality and abundance of	2
business plans materializing in	2
stating that the land	2
a tracking sheet will	2
of the project which	2
manage increasing production and	2
and pollution and nuisance	2
for scientific and technological	2
considered by the government	2
than percent of its	2
full alignment with government	2
and principles of the	2
their own consumption and	2
amvat is to contribute	2
expected to be encountered	2
participation in procurement for	2
in dynamic and structured	2
is still considered low	2
operations using the old	2
would provide training and	2
many to complement agricultural	2
improve the design of	2
livestock technology delivery compacts	2
amounts as shall be	2
small ruminant production and	2
build country capacity for	2
in the esmf from	2
eventually strengthen the capacity	2
intended to support the	2
carried out using bps	2
be built opposite slopes	2
aims to become a	2
implementer as the mayor	2
part of the aop	2
transformation in africa strategy	2
up their capacity to	2
in selected hotspot areas	2
a large rural population	2
will have several positive	2
initial phase of the	2
proposed operation is fully	2
for various types of	2
schemes and will be	2
an import value of	2
and activities will be	2
draft law on fertilizers	2
external factors like extreme	2
the management of forests	2
negotiated contracts exceeding mad	2
services by strengthening the	2
of women as well	2
existing wuas and establish	2
creation of added value	2
has sufficient capacity to	2
by strong growth in	2
to reduce solid waste	2
residences to support extension	2
attention of the government	2
the rwanda council of	2
role in the process	2
the project will coordinate	2
yy to yy for	2
services and economic opportunities	2
agricultural modernization and rural	2
the ministerial decision no	2
the market and agriculture	2
auditing standards and the	2
slow growth of per	2
water subcommittees and huns	2
and financial feasibility study	2
now located in the	2
management of conflicts between	2
loans based on results	2
irreversible impacts associated with	2
weaknesses of public administration	2
avoid duplication of efforts	2
completion date december closing	2
development of the capacity	2
proposals as well as	2
convert loan currency the	2
for rejection develop just	2
capacity for improved water	2
the economy and employment	2
use of n fertilizers	2
of alternative livelihood enterprises	2
solid waste disposal and	2
efficiency in the management	2
aromatic and medicinal plants	2
the key role it	2
gender of the prior	2
undertaking overall project supervision	2
tree planting and beekeeping	2
resources that can be	2
it is aimed at	2
even point or switching	2
managing risks associated with	2
a significant part of	2
environmental assessment has been	2
of the grants to	2
expected to increase the	2
will also need to	2
and per cent per	2
projects in the past	2
agricultural trade balance deficit	2
situation target sources of	2
borrower secretary ministry of	2
terms of areas and	2
the parent project in	2
financing constraints of the	2
sector in ghana are	2
based approach to the	2
agricultural and forest value	2
extensively from lessons learned	2
economic vulnerability to exogenous	2
and livestock pdo indicator	2
of collective infrastructure facilities	2
than half of malawi	2
and informed consent implementation	2
the livelihoods of men	2
and sales this approach	2
ensure adequate capacity is	2
the recovery of private	2
afdb signing of the	2
well as improve the	2
trade facilitation as well	2
to be competitive in	2
gnf billion ua thousand	2
as well as programs	2
would lead to an	2
expected to start in	2
lack of cooperation by	2
extractive industries into the	2
in areas already under	2
project would follow a	2
the status of progress	2
grant funding for eligible	2
decree published in the	2
to the group of	2
control of veterinary inputs	2
competitive bidding in accordance	2
rest of the population	2
ifad accounts and designated	2
this index will be	2
transformation strategy and youth	2
private sector engagement in	2
and requested the bank	2
of obstacles to value	2
regional technology delivery platform	2
project results including output	2
mainly by the mining	2
the pam any subsequent	2
wage bill and out	2
farmed surface area in	2
and technical solutions to	2
date of the protocol	2
the reef fish population	2
of the specific subprojects	2
the programme to the	2
reporting impact assessment and	2
report to the fund	2
be the national eligibility	2
the implementation of its	2
strategic vision for ifad	2
and follow up closely	2
vocational training institutions in	2
guidance and support to	2
targeted institutional strengthening activities	2
institutional capacity at regional	2
will be reviewed consulted	2
was identified as the	2
refugees living in these	2
become a priority for	2
bolivia oc fso amortization	2
activities defined in the	2
ranked st out of	2
the low capacity of	2
and the effectiveness of	2
and have a considerable	2
which is about double	2
will carry out the	2
codes prepared kilometres of	2
humanitarian crisis in the	2
improved dietary diversity among	2
training in integrated natural	2
not finance the building	2
other project benefits include	2
gardening and non timber	2
the need to take	2
an indirect impact on	2
development aimed at providing	2
provides strategic guidance for	2
nor rely on dams	2
it will also introduce	2
measured using the international	2
to monitor performance of	2
of participating rural enterprises	2
comply with safeguard mitigation	2
will profile the beneficiaries	2
disparities between urban and	2
and inclusive growth by	2
the knowledge management cycle	2
the agribusiness in the	2
crop varieties across the	2
to be done by	2
with financial intermediaries to	2
establish viable businesses on	2
september project approval december	2
ideas and initiatives for	2
information in the agricultural	2
improve rural livelihoods through	2
and nutrition through the	2
an effort has been	2
extension and innovative models	2
in the western region	2
programme has the potential	2
and isdb public windows	2
base rate to be	2
the interagency titling committees	2
conduct two independent evaluations	2
further contribute to the	2
at around percent of	2
or grant are used	2
the total agricultural land	2
options in crop and	2
support the integration of	2
part of the proposed	2
facilities in the communities	2
and productive employment and	2
project design and its	2
agriculture to ensure food	2
the piu staff will	2
needs of the transhumant	2
activities aimed at informing	2
be accountable for project	2
paris agreement on climate	2
also expected the construction	2
finance the purchase of	2
harsh working and living	2
are among the main	2
convened in brussels in	2
quality and cost based	2
of realization of products	2
and initial operation of	2
to prevent the resurgence	2
of powers and resources	2
where agriculture is already	2
primary students with nutritional	2
to cultural barriers and	2
and at district and	2
sector approach involving the	2
march as well as	2
rural working families and	2
procurement guidelines approved by	2
is established and fully	2
river diversion weirs and	2
meat and raw milk	2
a minimum monthly flow	2
of potential yields are	2
of the credit market	2
publication of the summary	2
a consequence of the	2
and institutional arrangements for	2
and evaluation activities and	2
the project will indirectly	2
under the global agriculture	2
defect liability period lapses	2
programmes through the sector	2
independent directors will also	2
reports to the respective	2
and its capacities are	2
activities which may result	2
ha of small irrigated	2
and reimbursement by guarantee	2
sector growth during the	2
for the poorest in	2
economic internal rates of	2
account meant to refinance	2
are not included in	2
the groundwork for ensuring	2
for information on how	2
the key challenges affecting	2
results effectiveness by analysing	2
the effects of drought	2
sector will need to	2
security and includes relevant	2
and efficient management of	2
procurement rules will apply	2
in the northern savannah	2
and agricultural enterprise development	2
implemented in the rural	2
it possible to carry	2
ict would also make	2
improving the governance of	2
of dialogue and conflict	2
project procurement risk rating	2
method to be used	2
the capacities of targeted	2
domestic use rain water	2
aims to facilitate the	2
in pursuit of this	2
varieties breed and other	2
be tracked through the	2
communal and individual lands	2
that have laid the	2
use of these innovations	2
reimbursement for technical assistance	2
and apply the amount	2
up approach that bank	2
sustainable integrated natural resource	2
work on a part	2
the population more vulnerable	2
design and intervention approach	2
wellbeing of the regional	2
months from the effectiveness	2
focus on food crops	2
equipping main and rural	2
and social impacts environment	2
of fourteen million seven	2
the value chain environment	2
will be captured in	2
a public finance management	2
feasibility economic and financial	2
at mitigating the economic	2
operations and maintenance costs	2
forestry and pastoral basins	2
moa and the epa	2
on new seeds and	2
will be prepared after	2
no social safeguards specialist	2
familiar with the op	2
the general treasury of	2
provinces of guayas and	2
this sector has significant	2
aggravated by the projected	2
the national and zoba	2
guarantees the achievement of	2
to set up a	2
the civil society organizations	2
research and microproject proposals	2
this project will achieve	2
responsible for certification of	2
management will be a	2
downstream effects of additional	2
agriculture practices and technologies	2
in the chaco eco	2
of provisions of office	2
establishments will be quarantined	2
of the three targeted	2
safety of products of	2
loan negotiations signature of	2
activities undertaken by the	2
technology adoption constraints removed	2
an agreement with a	2
improve the regulatory framework	2
reserve to be available	2
poultry meat and eggs	2
project to enable them	2
communication activities capcity building	2
in agribusiness investment financing	2
strategic choice of transforming	2
will guide preparation of	2
medium to small scale	2
also provide information on	2
signature of financing agreement	2
version was disclosed in	2
farmers are small and	2
of the poverty rate	2
according to its rules	2
agreement between the mapa	2
other sectors of the	2
general inspectorate of finance	2
of the chadian workforce	2
codify fm practices and	2
q q q board	2
providers involved in the	2
de la recherche et	2
adequate quantities of quality	2
which are in poor	2
triggered during the previous	2
for implementing ipm in	2
with significant negative impacts	2
competitive methods in the	2
service and input providers	2
deeply affected by the	2
that occurred to date	2
the project area in	2
the project is an	2
and a process framework	2
which will be documented	2
regulatory environment that is	2
of quality seeds by	2
and the livestock sector	2
dpcdr jointly with the	2
support and advice to	2
such as access to	2
businesses on their own	2
and weak capacity of	2
priority to create productive	2
of supply chains for	2
and household food insecurity	2
engaged in subsistence farming	2
appropriate agencies to respond	2
involved in programme implementation	2
having benefited from a	2
component will provide training	2
accountant and an administrative	2
in the application and	2
and accelerate the adoption	2
and markets and increased	2
is a cross cutting	2
the meaning of sps	2
southwest of the buenos	2
programme steering committee chaired	2
limited knowledge and skills	2
closer a community is	2
of the measures to	2
at both the national	2
lack of transport means	2
account denominated in argentine	2
mitigation and adaptation in	2
a proper assessment of	2
conduct of awareness and	2
of central or local	2
up to international standards	2
for light soils with	2
execute and monitor agricultural	2
expenditure category government ifad	2
will be the responsible	2
this is in view	2
quarterly implementation progress reports	2
to improve the irrigation	2
the rate on all	2
of project design and	2
supported by other bank	2
environmental safeguards during construction	2
on the impact of	2
development in the respective	2
in land tenure security	2
including the project affected	2
project profile and validated	2
bands of the electromagnetic	2
maintenance of community infrastructure	2
not covered under the	2
be taken or executed	2
a budgetary allocation of	2
state with weak institutions	2
to water and potentially	2
the potential to provide	2
to adopt agricultural practices	2
which percent will be	2
accrual accounting method will	2
building for public entities	2
domestic clusters of agri	2
the participation of nigeria	2
expanding the area of	2
establishes standards and procedures	2
n a service charge	2
agricultural health service processes	2
can be expressed as	2
outcomes o u t	2
grants shall be subject	2
project benefits will be	2
proceeds exclusively to the	2
and procedural framework to	2
of public resources and	2
country and a low	2
of the economic development	2
is seen as an	2
watershed management sector project	2
through the designated account	2
be implemented throughout the	2
maintenance of dirt roads	2
a combination of both	2
providers by the project	2
planning and coordination unit	2
enhanced transparency and accountability	2
government of niger is	2
criteria and procedures to	2
in involuntary resettlement through	2
dh produced as of	2
situations of the borrower	2
donor of bilateral official	2
implementation will be established	2
has been addressed in	2
any works contract awarded	2
base rate financing cost	2
highly localized and thus	2
has started exporting refined	2
for activities to be	2
lack of good quality	2
company with a clear	2
manager as leader of	2
gdp and employs nearly	2
district levels to promote	2
environment and tourism of	2
a guide to conduct	2
rural development and land	2
washing stations to serve	2
drainage of hectares of	2
climate service tools that	2
in the area by	2
a geographical information system	2
between nepal and asian	2
of actors upstream and	2
of the scarce water	2
significant asset losses or	2
documents will be kept	2
audits will be carried	2
no this op is	2
it is therefore proposed	2
design took into account	2
provision of irrigation water	2
a bank established on	2
grower or contract farming	2
marketing and exports as	2
was designed for a	2
resilience will be strengthened	2
infrastructure and lack of	2
and the rural development	2
areas of the northern	2
that will be carried	2
area and the value	2
about percent of its	2
the greatest possible alignment	2
will ascertain whether this	2
management procedures and guidelines	2
a service provider for	2
upon which local beneficiary	2
access to healthy drinking	2
therefore to improved food	2
and natural resource base	2
whole is innovative in	2
scheme will be phased	2
increased economic opportunities for	2
this component are not	2
to adb sufficient evidence	2
will contribute to improve	2
providing the account numbers	2
to be accompanied by	2
and pursuant to the	2
category and financier are	2
farmers council and the	2
of solidarity in a	2
promotion project republic of	2
and programmes through the	2
asset management and accessibility	2
services to be provided	2
of youth to urban	2
pam and the loan	2
to reduce production losses	2
and should have a	2
the value chains outlining	2
the gathering of wood	2
state governments of borno	2
taken to ensure that	2
three to five irrigation	2
a decrease in product	2
youth and women participation	2
the increased incidence of	2
water sector improvement project	2
in connection with territorial	2
a base cost of	2
operation is likely to	2
and sources of finance	2
it also includes the	2
to startup of the	2
determined by calculating the	2
managing environmental and social	2
public procurements has been	2
loan to each of	2
but they do not	2
growing social and economic	2
the value of cashew	2
as catchment weirs and	2
organisation of workshops and	2
the minister of mof	2
not conducive to the	2
insufficient access to inputs	2
training available to young	2
by leveraging private sector	2
on building national capacities	2
value chains to generate	2
sector budget support under	2
for setting up spaces	2
in regions affected by	2
that limit private investment	2
the key challenges to	2
be encouraged to participate	2
implementation of the green	2
for producers of priority	2
much stronger focus on	2
tree growing and livestock	2
delivery of quality services	2
million in asap grant	2
the original price by	2
gross value added per	2
associations and other stakeholders	2
of the command area	2
be exposed to the	2
updated for the af	2
terms in an amount	2
inherent risk in liberia	2
costs is estimated at	2
improved control over oil	2
information about various matters	2
national strategy for agropoles	2
project annual financial statements	2
to the risk of	2
clear indication that in	2
of planning and development	2
livelihoods of the poor	2
and social impact studies	2
terms of capacity building	2
small quantities of pesticides	2
precedent to disbursement for	2
pesticides herbicides in controlling	2
such as extension services	2
and submitting disbursement requests	2
capacity of the food	2
unanticipated environmental or resettlement	2
the target localities in	2
be mainly responsible for	2
most vulnerable groups including	2
of which is cultivated	2
of rural access roads	2
impact the health and	2
measuring the ability to	2
the factors contributing to	2
the economy as well	2
annually by the auditor	2
projects programs funded by	2
irr of is for	2
by implementing a genuine	2
with warehousing receiving system	2
the agro rural programme	2
the impacts related to	2
have an overall positive	2
financing for sector development	2
as leaders and contextual	2
identify areas of interventions	2
members of the target	2
in the data collection	2
total expenditure claimed dak	2
existing warrantage storage facilities	2
identify agriculture as a	2
agreed that the project	2
for environmental categorisation and	2
with world trade organization	2
demand for food in	2
the expansion of agricultural	2
of the precis mechanism	2
identification of problems encountered	2
industrial sector in gdp	2
social mobilization partner and	2
a lever of sustainable	2
guide interventions during the	2
agreement signed between the	2
project includes business and	2
may result in increased	2
policy is newly triggered	2
water harvesting and distribution	2
one currency in terms	2
functioning of the project	2
this account will be	2
between financial institutions and	2
number of environmental benefits	2
in a huge food	2
economic opportunity cost of	2
and set up of	2
gaps identified under the	2
trade of agricultural products	2
of the campaigns in	2
since it contributes to	2
framework that includes the	2
bank doing business report	2
m e system management	2
effect through solid preliminary	2
of families or economic	2
