entity	type	frequency
lzhsr	ORG	1
lwu	ORG	1
lvemp ii	ORG	1
lv	ORG	1
lusip	GPE	1
lufsip	ORG	1
luanar and financial institution	ORG	1
luanar	ORG	1
lta m&e	ORG	1
lsu	ORG	1
lrcs2	GPE	1
lra➢	ORG	1
lpsdi	ORG	1
lpdsa	ORG	1
lpda	ORG	1
lpcc	ORG	1
lpa	ORG	1
lot/p.6/rev.1 1 recommendation	ORG	1
logical framework country	ORG	1
lofepaco	ORG	1
lof	ORG	1
loan number 6027-pak	ORG	1
lmic	ORG	1
lisgis	ORG	1
lift (livelihood and food security trust fund	ORG	1
licp	ORG	1
liberia smallholder agriculture development for food and	ORG	1
lib	ORG	1
lia	ORG	1
les	ORG	1
lessons learned lessons	ORG	1
lessons	ORG	1
lensii	ORG	1
legal instruments and authority 5.1 legal instruments	ORG	1
legal instruments and authority 5.1	ORG	1
legal instruments and authority	ORG	1
leg/sgo	ORG	1
leg	ORG	1
leap communities	LOC	1
leafii	PERSON	1
ldpg	ORG	1
ldcf/tf 016307	ORG	1
ld	GPE	1
lcsap	ORG	1
lcs	ORG	1
lci	ORG	1
lcb total works 	ORG	1
lca	ORG	1
lc fe total lc fe total a.	ORG	1
lc fe total lc fe total	ORG	1
lc fc total 1 civil	ORG	1
lc fc	PERSON	1
lc	ORG	1
lb	GPE	1
layuka	ORG	1
latin america and caribbean estimated appraisal date	LOC	1
latin america and caribbean	LOC	1
lasip	ORG	1
lased iii	PERSON	1
lao-araya country	ORG	1
lao peoples democratic republic	ORG	1
lao people''s democratic republic	ORG	1
lak	ORG	1
lacra	ORG	1
lab	ORG	1
l.c f.c	ORG	1
l.	GPE	1
l research	ORG	1
kénédougou province	GPE	1
kyrgyzhydromet	ORG	1
kyrgyz republic implementing agency ministry of finance	ORG	1
kyauk talon gyi	PERSON	1
kwilu/kwango oil mill	ORG	1
kwango province	GPE	1
kwango kwilu oil mill	PERSON	1
kurum/gomal/	ORG	1
kurram	GPE	1
kunar, siran	ORG	1
kumbungu	PERSON	1
kumar	GPE	1
kullu	GPE	1
kubango	GPE	1
kuando	GPE	1
krishna zone	GPE	1
krishi vigyan kendras	PERSON	1
krishi vigyan kendra	PERSON	1
krishi sinchai yojana	PERSON	1
krishi sakhi	PERSON	1
kreft	PERSON	1
kreditanstalt für wiederaufbau	PERSON	1
kouroussa	GPE	1
koundi	GPE	1
koudougou	GPE	1
kotor	GPE	1
kosovo agriculture and rural development	ORG	1
kori-gagadé	ORG	1
kordofan region	GPE	1
konkouré	GPE	1
kongoussi	GPE	1
kongo central	ORG	1
konda- oyo-lekye- gambona	PERSON	1
komadougou yobé river valley	LOC	1
komadougou yobé river	LOC	1
komadougou	PERSON	1
kolente rivers	PERSON	1
kolaboui	GPE	1
kokanova	ORG	1
kohistan	GPE	1
kogon	GPE	1
kodougou	PERSON	1
knowledge management strategy	ORG	1
knowledge management 4.6.1	ORG	1
knight-jones	ORG	1
km km	PERSON	1
kiwifruitvine	GPE	1
kitulo	PERSON	1
kitui	PERSON	1
kisongoni	ORG	1
kirundo province	GPE	1
kiremba	GPE	1
kirehe	GPE	1
kinkala	GPE	1
kingdom of morocco implementing agency	ORG	1
kilimo kwanza initiative	PERSON	1
kilimo kwanza	LOC	1
kidatu	GPE	1
kidal	PERSON	1
kibombo	ORG	1
khyber pakhtunkhwa	ORG	1
khuvsgul lake national park	ORG	1
khuvsgul almag	ORG	1
khuvsgui almag	PERSON	1
khewa/kuzkunar	ORG	1
kharkiv	GPE	1
kharif season	PERSON	1
kharif rabi	PERSON	1
kharif 2011	GPE	1
khan	PERSON	1
khammouane provinces	PERSON	1
key tsf financing information	ORG	1
key reports subject responsibility date project	ORG	1
key financial and economic data	ORG	1
key events (bank	ORG	1
key development	ORG	1
key afdb financing information loan	ORG	1
kevin mcgee	PERSON	1
keojhar	PERSON	1
kenyon et al.	PERSON	1
kenya?s agricultural sector development strategy	ORG	1
kenya wildlife service	ORG	1
kenya seed company	ORG	1
kenya p163980	PERSON	1
kenya national bureau of statistics and society for international development	ORG	1
kenya national agricultural and rural inclusive growth project	ORG	1
kenya country partnership strategy	ORG	1
kenya climate smart agriculture project	ORG	1
kenya agricultural productivity	ORG	1
kenneth m. green	PERSON	1
kebeles	ORG	1
kefs	ORG	1
kayin and shan states	GPE	1
kayin and shan annex eb	ORG	1
kayin and shan	GPE	1
kayin state	GPE	1
kayanza	PERSON	1
kayah	GPE	1
kay	PERSON	1
kavango	GPE	1
kati district	GPE	1
kathmandu nepal	ORG	1
katavi	GPE	1
kassongo	GPE	1
kassaï oriental	PERSON	1
kassala state	PERSON	1
kasaï-oriental	PERSON	1
kasaï-central	ORG	1
kasaï oriental	PERSON	1
kasaï occidental	PERSON	1
karukh	GPE	1
karnataka	PERSON	1
karnali river	LOC	1
karen hills	GPE	1
karen	GPE	1
karansi tanki la maji	ORG	1
karakul	PERSON	1
karakoro	PERSON	1
karakoram	PERSON	1
karakalpakstan	GPE	1
karak	GPE	1
kaolack	PERSON	1
kanyama territory	PERSON	1
kano	PERSON	1
kankan special agro-industrial processing zones development programme	GPE	1
kankan regions	ORG	1
kankan department	ORG	1
kangra	PERSON	1
kanganda	PERSON	1
kangagani	PERSON	1
kandhamal	PERSON	1
kandadji	LOC	1
kananga	GPE	1
kan rivers	PERSON	1
kamping pouy subproject	ORG	1
kampala	GPE	1
kambia	GPE	1
kalimantan	GPE	1
kalahari desert	PERSON	1
kalahandi	GPE	1
kairouan	GPE	1
kagera	LOC	1
kaffrine	PERSON	1
kaedi	GPE	1
kadaster	PERSON	1
kachin	PERSON	1
kabuyenge	GPE	1
kabul river	LOC	1
kabul central region	LOC	1
kabataş	GPE	1
kabambare	ORG	1
kyrgyz republic asian development bank authorized representative schedule 1 description of the program 1	ORG	1
kyc	ORG	1
kwa	ORG	1
kw	PERSON	1
ksc	ORG	1
koulikoro	ORG	1
km 1	ORG	1
kingdom of morocco appraisal report	ORG	1
kihbs	ORG	1
kic	ORG	1
kia	ORG	1
khr	ORG	1
kgz	ORG	1
kexim	ORG	1
kephis	ORG	1
kc	ORG	1
kapslmp	PERSON	1
kalro?s research centers/institutes	ORG	1
k. jilo	PERSON	1
k residual	ORG	1
justification of the bank''s	ORG	1
justification for public intervention	ORG	1
justification for government level of contribution: the government	ORG	1
justification gross	ORG	1
justification 1.1 agriculture	ORG	1
junín	PERSON	1
juntos	GPE	1
jun zeng	PERSON	1
jun 03, 2019	PERSON	1
jumia	ORG	1
judicial council	ORG	1
juba market	PERSON	1
juan carlos	PERSON	1
jovenel moise	PERSON	1
joshi	GPE	1
jose eduardo dos santos	PERSON	1
jose antonio mejía guerra	PERSON	1
jorge luis gonzález	PERSON	1
jones	PERSON	1
jonas savimbi	PERSON	1
jomo kenyatta university of agriculture and technology	ORG	1
joint forest management committees	ORG	1
joint	ORG	1
johannesburg	GPE	1
joel kodiaga	PERSON	1
jobs	PERSON	1
job descriptions	ORG	1
jiujiang county	GPE	1
jingan	GPE	1
jing''an counties	ORG	1
jin	ORG	1
jimaguayú	PERSON	1
jigawa	PERSON	1
jicp''ogram.as	PERSON	1
jiangxi province	GPE	1
jiang''an	GPE	1
jennifer doherty	PERSON	1
jehanbux	PERSON	1
jebba	PERSON	1
jeb jennine	PERSON	1
jeb jannine	GPE	1
jb	PERSON	1
jayakwadi bird sanctuary	ORG	1
java	GPE	1
japanese cooperation	ORG	1
japan international cooperation agency	ORG	1
janubi	ORG	1
jansen	PERSON	1
janosh	ORG	1
jamara-kulariya	GPE	1
jamara kularia	PERSON	1
jamara	GPE	1
jamaica p166279 jamaica rural economic development initiative-	ORG	1
jamaica jamaica social investment fund	ORG	1
jai programme	PERSON	1
jack & tobias	ORG	1
jack	PERSON	1
jsa	PERSON	1
jmmi	ORG	1
jibar	ORG	1
jcas	ORG	1
j/p hro	ORG	1
j. et al	PERSON	1
j. lubroth	PERSON	1
j''adf grant”	PERSON	1
j	PERSON	1
itunundu	GPE	1
italian cooperation/dgcs	ORG	1
italian cooperation	ORG	1
issyk- kul	ORG	1
islands	LOC	1
island states	GPE	1
island councils	ORG	1
islamic state west africa province	ORG	1
islamic republic of pakistan executing	ORG	1
islamic republic of mauritania executing	ORG	1
islamic republic of mauritania	GPE	1
islamabad	GPE	1
islam	ORG	1
ishanlosen odiaua	PERSON	1
isasi dieng	PERSON	1
isangi	GPE	1
isandula ward	GPE	1
isdb, european union	ORG	1
irrigation and agriculture departments	ORG	1
irrigation water users organizations	ORG	1
irrigation infrastructure management	ORG	1
irrigation infrastructure & watershed management	ORG	1
irrigation infraastructure development	ORG	1
irrigation development vision and action plan	ORG	1
irrigation & land development	ORG	1
irrigated agriculture project	ORG	1
ireland	GPE	1
iran northern cities water supply and sanitation project	ORG	1
iran	GPE	1
iomami	ORG	1
involves	ORG	1
involvement 5.2.1 conditions	ORG	1
involvement 1.2.1 incidences	ORG	1
involuntary resettlement and indigenous peoples 13	ORG	1
involuntary resettlement x ps 6:	ORG	1
involuntary resettlement op/bp	ORG	1
investments for agricultural value chains	ORG	1
investments comments	ORG	1
investments	ORG	1
investment climate / business environment	ORG	1
introduction of slm &	ORG	1
intha	GPE	1
interventions and payments in agriculture (aipa	ORG	1
interprofessions	ORG	1
interoperability mitigation	ORG	1
internationally	ORG	1
internationale zusammenarbeit	GPE	1
international water ways	ORG	1
international water management institute	ORG	1
international technical and financial partners	ORG	1
international standards on auditing and	ORG	1
international standards on auditing	ORG	1
international standards on audit	ORG	1
international r&d centers	ORG	1
international potato center	ORG	1
international organization of supreme audit institutions/international standards of supreme audit institutions	ORG	1
international labor organization	ORG	1
international institute for tropical agriculture (iita	ORG	1
international isa auditing standards	ORG	1
international fund for agriculture development 100.00	ORG	1
international fund for agriculture development	ORG	1
international fund for agricultural development eb 2018	ORG	1
international economic cooperation and coordination division ministry of finance asian development bank	ORG	1
international economic cooperation coordination division	ORG	1
international development -funded growing resources for enhanced agriculture enterprises and nutrition	ORG	1
international department	ORG	1
international crops research institute	ORG	1
international center for insect physiology and ecology	ORG	1
international center for agricultural research in dry areas (icarda	ORG	1
international center for agricultural research in	ORG	1
international bank for reconstruction and development 18.60 international development association	ORG	1
international bank for reconstruction and development 100.00	ORG	1
international agriculture research centers	ORG	1
international agricultural oversight system	ORG	1
international accounting standards	ORG	1
international	ORG	1
internal resources mobilization	ORG	1
internal monitoring and evaluation specialist	ORG	1
internal monitoring and evaluation department	ORG	1
internal audit unit	ORG	1
internal audit specialist	ORG	1
internal audit	ORG	1
internal affairs	ORG	1
interim financial reports	ORG	1
interim country strategy paper	ORG	1
intergovernmental authority on development financing plan source amount	ORG	1
interest rate none service charge	ORG	1
intercajou	PERSON	1
inter-urban ro	ORG	1
inter-ministerial project steering committee	ORG	1
inter-governmental council on recovery of the eastern regions	ORG	1
integration annex	ORG	1
integrating climate change	ORG	1
integrated water resources management	ORG	1
integrated water resource management master plan	ORG	1
integrated water management	ORG	1
integrated value chain development	ORG	1
integrated urban	ORG	1
integrated territorial development and management	ORG	1
integrated sector approaches	ORG	1
integrated rural development centers	ORG	1
integrated project to revitalise the private sector	ORG	1
integrated plant nutrition management	ORG	1
integrated pest/crop management	ORG	1
integrated pest and disease management	ORG	1
integrated pest disease management	ORG	1
integrated natural resources and environmental management project	ORG	1
integrated natural resource management project	ORG	1
integrated natural resource management planning	ORG	1
integrated household & demographic	ORG	1
integrated financial management system	ORG	1
integrated environmental	ORG	1
integrated environment and natural resource management project	ORG	1
integrated climate change development	ORG	1
integrated assessment of land use options	ORG	1
insuring	GPE	1
instrument african development fund	ORG	1
instrument afdb	ORG	1
instrument	ORG	1
instituto superior politecnico de manica	ORG	1
instituto national de investigación agropecuaria	ORG	1
instituto nacional de la leche	ORG	1
instituto nacional de irrigação/inir	ORG	1
instituto nacional de investigação agrária de moçambique / iiam	ORG	1
institutional and implementation arrangements implementing agency	ORG	1
institutional and human capacity development component 2	ORG	1
institutional support and improvement of governance  improving	ORG	1
institutional support and improvement	ORG	1
institutional support - 47,300.0	ORG	1
institutional strengthening, monitoring and evaluation, project management and studies services	ORG	1
institutional strengthening of rural advisory services	ORG	1
institutional strengthening and implementation support	ORG	1
institutional strengthening and contigent emergency response component project financing data	ORG	1
institutional strengthening and capacity building for relevant public entities	ORG	1
institutional development, knowledge and policies	ORG	1
institutional development and knowledge building	ORG	1
institutional development plans	ORG	1
institutional context and government strategy 10	ORG	1
institutional capacity for safeguard policies	ORG	1
institutional capacity for implementation and sustainability 	ORG	1
institutional capacity for implementation and sustainability	ORG	1
institutional capacity development	ORG	1
institutional capacity	ORG	1
institution of the steering committee	ORG	1
institute of marine biology	ORG	1
institute of agriculture (institute de investigacão agricola	ORG	1
institute	ORG	1
insecurity	ORG	1
inputs 2	ORG	1
innovation, science, and technology	ORG	1
innovation platforms	ORG	1
innovation platform	ORG	1
innovation centre portal	ORG	1
innovation (ministère de l’enseignement	ORG	1
inner2	ORG	1
inner delta	LOC	1
inle lake	LOC	1
initial concessional loan agreement	ORG	1
initial activities internal processing of	ORG	1
ingenious peoples planning framework (ippf	ORG	1
infrastructure for urban development and competitiveness of secondary cities project	ORG	1
infrastructure and services	ORG	1
infrastructure development for market access and trade facilitation	ORG	1
information, communication and technology (ict	ORG	1
information and communication technology 34	ORG	1
information technology and information system	ORG	1
information technology services	ORG	1
information system	ORG	1
infant	ORG	1
inequality - gini coefficient merchandise	ORG	1
inequality	ORG	1
ine oftiaal	GPE	1
ine program	ORG	1
ine effective dato	PERSON	1
indénié-djuablin region	GPE	1
industry	ORG	1
industries department	ORG	1
industrialization strategy	ORG	1
industrial zone planning and management agency	ORG	1
industrial	ORG	1
indus river	LOC	1
indirect beneficiaries  group	ORG	1
indigenous populations	ORG	1
indigenous peoples policy	ORG	1
indigenous peoples planning framework	ORG	1
indigenous peoples organizations	ORG	1
indigenous peoples / sub-saharan african	ORG	1
indigenous peoples (	ORG	1
indian ocean	LOC	1
india p168310 state	ORG	1
india p166745 national rural economic transformation project	ORG	1
india p160408 maharashtra project	ORG	1
india implementing agency	ORG	1
india climate change mitigation action support	ORG	1
independent verification agent 3	ORG	1
independent evaluation department	ORG	1
independence	GPE	1
indaba agricultural policy research institute	ORG	1
incremental pmu	LOC	1
increasing africa’s	GPE	1
increase agricultural productivity and production	ORG	1
increase agricultural productivity	ORG	1
incorporation	ORG	1
inclusive value chains development	ORG	1
inclusive value	ORG	1
inclusive	ORG	1
includes	GPE	1
incidence	PERSON	1
improving agro-meteorological	PERSON	1
improved regulatory & institutional	ORG	1
improved technical and vocational education employment support	ORG	1
improved tax	ORG	1
improved social protection system	ORG	1
improved productivity	ORG	1
improved management of protected areas (pa	ORG	1
improved fallows	PERSON	1
improved animal health	ORG	1
improved agriculture technology/practices and monitoring and evaluation comments	ORG	1
improved agricultural productivity and value addition	ORG	1
improved agric value chain services	ORG	1
improved	GPE	1
improve the life of the people of africa	ORG	1
improve school-to-work transition	ORG	1
improve productivity in agriculture/agribusiness value chains	ORG	1
improve horticulture	ORG	1
improve food security	ORG	1
improve electricity service	ORG	1
improve business regulatory framework	ORG	1
important financial information grant currency ua commitment charge/fee na service charge na tenor na grace period na firr	ORG	1
implementing units	ORG	1
implementing agency program	ORG	1
implementing agency moldova ministry of finance proposed development	ORG	1
implementing agency ministry of economy and development planning ministry of finance and budget proposed development	ORG	1
implementing agency investment project financing st. vincent & the grenadines	ORG	1
implementing agency investment project financing republic of chad ministere de l''education nationale et de la promotion civique	ORG	1
implementing agency investment project financing ministère du plan cabinet	ORG	1
implementing agency investment project financing ministry of plan ministry of agriculture and livestock proposed development objective(s	ORG	1
implementing agency investment project financing ministry of finance and economy albania development fund	ORG	1
implementing agency investment project financing ministry of finance ukravtodor	ORG	1
implementing agency investment project financing ministry of finance ministry of agriculture and food security	ORG	1
implementing agency investment project financing ministry of economy of the republic of benin ministry of environment and sustainable development proposed development objective(s	ORG	1
implementing agency investment project financing ministry of economy and finance ministry of agriculture,ministry of mines and industry financing	ORG	1
implementing agency investment project financing ministry of economy and finance ministry of agriculture	ORG	1
implementing agency investment project financing islamic republic of afghanistan - ministry of finance mail proposed development objective(s	ORG	1
implementing agency investment project financing department of economic affairs government	ORG	1
implementation unit	ORG	1
implementation management support	ORG	1
implementation institutional and implementation arrangements reflecting	ORG	1
implementation institutional and implementation arrangements institutional and implementation arrangements	ORG	1
implementation completion report	ORG	1
implementation arrangements-monitoring and evaluation mechanism	ORG	1
impacts x ps 2: labor	ORG	1
impacto ambiental	ORG	1
imela	PERSON	1
imbabura	GPE	1
ilovo	ORG	1
illovo sugar company ltd.	ORG	1
illovo sugar company	ORG	1
illegal	GPE	1
ilebo-lubumbashi	ORG	1
ihe sps	PERSON	1
ihe borrower n	PERSON	1
ihe borrower	PERSON	1
idriss deby	PERSON	1
idiofa	ORG	1
identification mission may	ORG	1
iber-lepenc	PERSON	1
ibb	PERSON	1
ibadan	GPE	1
iaat	GPE	1
ix country fragility situation republic of mali development	ORG	1
iwrcmp	ORG	1
iwmp	ORG	1
ivcdp	ORG	1
iv- implementation 4.1	ORG	1
iswap	ORG	1
ista	ORG	1
issai	ORG	1
isrr	ORG	1
isra	ORG	1
iso-iec	ORG	1
isa	ORG	1
irri	ORG	1
irg	ORG	1
irag	ORG	1
ips	ORG	1
ipta	ORG	1
ipsas cash basis of accounting	ORG	1
ipsas cash basis	ORG	1
ipps (indigenous peoples plans	ORG	1
ipmp & rpf	ORG	1
ipf borrowers	ORG	1
ipeme	ORG	1
ipcc	ORG	1
ipard ii program	ORG	1
ipap	ORG	1
ipa	ORG	1
iotc	ORG	1
iom	ORG	1
ioc	ORG	1
investment 11,839.33	ORG	1
invest-h	ORG	1
intosai	ORG	1
intervalle	ORG	1
integrated agricultural value chains development	ORG	1
institutional data practice area	ORG	1
insd	ORG	1
ins/demographic prospects	ORG	1
ins	ORG	1
inrm/slem	ORG	1
inrm plans and pa management plan	ORG	1
inrab	ORG	1
inra (andrade	ORG	1
inphb	ORG	1
inp-esa’s	ORG	1
inia & dgdr	ORG	1
indh	ORG	1
imt (intermediate means of transport	ORG	1
implementation implementation arrangements	ORG	1
impact	ORG	1
imf-world bank	ORG	1
iiv	ORG	1
iii capacity	ORG	1
iica	ORG	1
iic	ORG	1
iiam	ORG	1
iiag	ORG	1
ii.d.4	ORG	1
ii.d.3	ORG	1
ii.c.3	ORG	1
ii.c.2	ORG	1
ii.c.1	ORG	1
ii republic of senegal support	ORG	1
ii promotion of value	ORG	1
igie	ORG	1
igad’s	ORG	1
ifr	ORG	1
iffsn/fisan	ORG	1
ifd/ics	ORG	1
ifad-piu	ORG	1
ifad-adb	ORG	1
ifad tree crop extension projects i and ii	ORG	1
ifad sdf	ORG	1
ifad rural finance policy	ORG	1
ifad rural enterprise policy	ORG	1
ifad retroactive	ORG	1
ifad recipient	ORG	1
ifad rb-cosop	ORG	1
ifad policy on preventing fraud and corruption	ORG	1
ifad ofid	ORG	1
ifad loan financing	ORG	1
ifad lessons	ORG	1
ifad guidelines for eb 2017/lot/p.11	ORG	1
ifad guidelines	ORG	1
ifad eb 2018/lot/p.9 1 recommendation	ORG	1
ifad eb 2018/lot/p.8 1 recommendation	ORG	1
ifad eb 2018/lot/p.25	ORG	1
ifad eb 2018/124/r.23/rev.1 1 recommendation	ORG	1
ifad eb 2018/123/r.12/	ORG	1
ifad eb 2018	ORG	1
ifad eb 2017/lot/p.11 1 recommendation	ORG	1
ifad eb 2017/122/r.27	ORG	1
ifad eb 2016/lot/p.7/rev.1 1	ORG	1
ifad eb 2016/lot/p.18/rev.1	ORG	1
ifad eb 2016/lot/p.16/rev.1 1	ORG	1
ifad eb 2016/lot/p.11 1	ORG	1
ifad eb 2016/lot	ORG	1
ifad eb 2016/119/r.27/rev.1	ORG	1
ifad eb 2016/119/r.23/rev.1	ORG	1
ifad eb 2016/119/r.22/rev.1 1 recommendation	ORG	1
ifad eb 2016/119	ORG	1
ifad eb 2016/118/r.19/rev.1 1 recommendation	ORG	1
ifad eb 2016/118	ORG	1
ifad eb 2016/117/	ORG	1
ifad eb 2016/117	ORG	1
ifad eb 2016	ORG	1
ifad eb 2015/lot/p.9/rev.1	ORG	1
ifad eb 2015/lot/p.38/rev.1	ORG	1
ifad eb 2015/lot/p.31/rev.1 1 recommendation	ORG	1
ifad eb 2015/lot/p.18 1	ORG	1
ifad eb 2015/lot/p.13 1 recommendation	ORG	1
ifad eb 2015/116/r.20/rev.1	ORG	1
ifad eb 2015/116/r.19/	ORG	1
ifad eb 2015/116/r.16/rev.1	ORG	1
ifad eb 2015/116/r.15/rev.1 1 recommendation	ORG	1
ifad eb 2015/116	ORG	1
ifad eb 2015/115/r.8 1	ORG	1
ifad eb 2015/115/	ORG	1
ifad eb 2015/115	ORG	1
ifad eb 2015/114/r.9 1 recommendation	ORG	1
ifad eb 2015/114/r.8/	ORG	1
ifad eb 2015/114/	ORG	1
ifad eb 2015/114	ORG	1
ifad eb 2015/	ORG	1
ifad climate change strategy	ORG	1
ifad borrower: republic of zambia executing	ORG	1
ifad borrower: republic of sierra leone	ORG	1
ifad borrower: republic of nepal	ORG	1
ifad borrower: republic of liberia executing	ORG	1
ifad borrower: republic of india executing	ORG	1
ifad borrower: republic of gabon executing	ORG	1
ifad borrower: republic of el salvador	ORG	1
ifad borrower: republic of angola	ORG	1
ifad borrower: plurinational state of	ORG	1
ifad borrower: ministry of finance, economic planning and development executing	ORG	1
ifad borrower: ministry of finance and economic planning/ republic of rwanda executing	ORG	1
ifad borrower: ministry of finance executing	ORG	1
ifad borrower: ministry of economy and finance	ORG	1
ifad borrower: government of the socialist republic of viet nam	ORG	1
ifad beneficiaries total 1	ORG	1
ifad 1 niger	ORG	1
ifad 1	ORG	1
ifad (economic development project	ORG	1
ifac	ORG	1
idf	ORG	1
idev11	ORG	1
idbg	ORG	1
idb working paper	ORG	1
idb total %	ORG	1
idb local counterpart	ORG	1
idb local total aecid i.	ORG	1
idb local total % c1	ORG	1
idb local total %	ORG	1
idb group	ORG	1
ida6235	ORG	1
ida-minagri	ORG	1
ida lake chad region recovery and development project	LOC	1
ida immediate response mechanism	ORG	1
ida d1680	ORG	1
ida 5650 credit	ORG	1
ida 5570-ml	ORG	1
icpac	ORG	1
icipie	ORG	1
ice	ORG	1
icap	ORG	1
ica	ORG	1
ibrd/	ORG	1
iap	ORG	1
iamwarmp	ORG	1
iamwarm project	ORG	1
i.b	GPE	1
i.3	ORG	1
i.1	ORG	1
i. investm	PERSON	1
hygiene (wash	ORG	1
hydrological	GPE	1
hurricanes ivan	PERSON	1
hurricane mitch	ORG	1
hurricane mathew	ORG	1
hurricane	LOC	1
hungary	GPE	1
human and financial resources to implement safeguards requirements 8	ORG	1
human resource	ORG	1
human development index	ORG	1
human development	ORG	1
human dev	PERSON	1
human capital,	ORG	1
human capital development	ORG	1
human capital	ORG	1
hukou	GPE	1
huffman	PERSON	1
hubs-copil	PERSON	1
huanglongbing	GPE	1
household and economic survey reports	ORG	1
houaplian province	GPE	1
houaphan province	GPE	1
houaphan province	GPE	1
houapanh	GPE	1
hotter	PERSON	1
hotels	ORG	1
hot-spot areas	ORG	1
hot-spot area development model	ORG	1
hot spot areas	ORG	1
horticulture	ORG	1
honduras p168385	ORG	1
honduras country partnership framework	ORG	1
hombro program	ORG	1
holistic	LOC	1
holguín	GPE	1
hodh el gharbi	PERSON	1
hodh ech charghi	ORG	1
ho-pong	PERSON	1
ho chi minh university	ORG	1
ho	GPE	1
hmong- hmong	PERSON	1
hmong	GPE	1
hlv	ORG	1
hispaniola	LOC	1
hindu kush	PERSON	1
hindi	PERSON	1
hiiraan and galguduud states	ORG	1
higher education development support project	ORG	1
higher education	ORG	1
higher council for environment and natural resources	ORG	1
high-value agriculture	ORG	1
high altitude zone	PERSON	1
high	LOC	1
hie	PERSON	1
hidalgo	ORG	1
hernández	PERSON	1
herbert oule	PERSON	1
herat national	ORG	1
henan green agriculture financing fund project	ORG	1
helicoverpa	GPE	1
hela	GPE	1
heisey	GPE	1
heightened	ORG	1
heifer project international (hpi	ORG	1
heifer project international	ORG	1
hectares	ORG	1
hechi	ORG	1
heart west	LOC	1
health, agriculture and wash	ORG	1
health workers(10)tech	ORG	1
health and safety guidelines	ORG	1
health and safety 7	ORG	1
health and safety 28	ORG	1
health and safety 24	ORG	1
health and safety 17	ORG	1
health and safety 16	ORG	1
health and safety 11	ORG	1
health workers	ORG	1
health services reinforcement project	ORG	1
health project	ORG	1
health pforr sdg	ORG	1
health intelligence unit	ORG	1
health ii	ORG	1
health governance and nutrition development project	ORG	1
health (as %	ORG	1
health & nutrition indicators	ORG	1
heads of states	GPE	1
hazard analysis critical control points	ORG	1
hazard analysis	ORG	1
hawch el harimi	PERSON	1
havana	GPE	1
haut-lomami	ORG	1
haut lomami	PERSON	1
haut iomami	PERSON	1
hausa	GPE	1
hass et al	PERSON	1
harşit stream	PERSON	1
hartwich and halgin	ORG	1
harper	GPE	1
haroon jamal	PERSON	1
haro	PERSON	1
haripur	GPE	1
hargeisa	GPE	1
hardware - digital finance platform	ORG	1
hangu	PERSON	1
handbook on import risk analysis for animals products	ORG	1
handbook	ORG	1
hamandoni	PERSON	1
hallab	ORG	1
haitian	GPE	1
haiti region estimated appraisal date estimated board date practice area	ORG	1
haiti post earthquake	ORG	1
haiti p162908 resilient productive landscapes	ORG	1
haiti country partnerships framework	ORG	1
hailemariam desalegn	PERSON	1
hadjer lamis	GPE	1
hadin gwiwa	PERSON	1
hwc	ORG	1
hrsf	ORG	1
hp forest eco-system climate proofing project	ORG	1
hp forest department	ORG	1
hmp	ORG	1
hltf grant agreement	ORG	1
hgsf	ORG	1
hct and bank	ORG	1
hcp/human development report	ORG	1
hci	ORG	1
halcia	ORG	1
hai	ORG	1
hadfic	ORG	1
hacciadep coordination team	ORG	1
ha-l1096	PERSON	1
ha-l1050	ORG	1
ha-g1038)	ORG	1
ha-g1038	ORG	1
h/f nd	ORG	1
h/f	ORG	1
gêba	PERSON	1
génie rural	PERSON	1
gvt	PERSON	1
guyana’s	ORG	1
guyana oc fso amortization	ORG	1
guyana executing	ORG	1
gums supporting	PERSON	1
gum arabic producers associations	ORG	1
guiyang	GPE	1
guiness	ORG	1
guineans	PERSON	1
guinean	ORG	1
guinea5	GPE	1
guinea-bissau p174336	GPE	1
guinea savannah	GPE	1
guinea country partnership strategy	ORG	1
guinea bissau’s	PERSON	1
guinea a2	GPE	1
guidimakha	ORG	1
guiana shield	GPE	1
guerdane	PERSON	1
guaímaro, sibanicú	ORG	1
guatemala p173480	PERSON	1
guaraní	ORG	1
guarantee	ORG	1
guangxi rural poverty reduction program	ORG	1
guangxi foreign capital poverty reduction project management center	ORG	1
guangxi agriculture department proposed program development objective(s	ORG	1
guadeloupe	GPE	1
growth pole development project	ORG	1
groups	ORG	1
group action	ORG	1
group 4	ORG	1
group 2	ORG	1
groundwater	ORG	1
groundswell	ORG	1
gross national income	ORG	1
grievance redressal	PERSON	1
grievance redress mechanisms	ORG	1
grievance redress mechanism	ORG	1
grenada/svg	ORG	1
grenada svg - ministry of economic planning, sustainable development, industry, information	ORG	1
grenada cocoa association	ORG	1
grenada - ministry of finance & energy	ORG	1
grenada - ministry of agriculture, lands	ORG	1
greenwell matchaya	ORG	1
greenhouse increases	ORG	1
greenhouse gas	ORG	1
green revolutions	ORG	1
green infrastructure	PERSON	1
green house	PERSON	1
green growth cpavcd project	ORG	1
green growth	PERSON	1
green credit policy	ORG	1
green agriculture fund	ORG	1
greece	GPE	1
greater north	LOC	1
greater mekong	GPE	1
great britain	GPE	1
gravity	ORG	1
grants➢	PERSON	1
grant tsf	PERSON	1
grant information client	ORG	1
grant ifad grant eu	PERSON	1
grant grant/loan currency	PERSON	1
