trigram	frequency
between actors in	2
inputs and productive	2
especially indigenous peoples	2
delivery and use	2
overall positive impact	2
the event the	2
applicable to african	2
the esmf had	2
ear tag applicator	2
of common property	2
incubation of the	2
and zoba levels	2
convening of donor	2
programme objective is	2
strategies and investments	2
an alc in	2
national environmental policies	2
for the facilities	2
under the direction	2
main risks to	2
national level by	2
will grow by	2
kordofan and west	2
organization chart of	2
institutions and policies	2
of participating rural	2
and human environment	2
public investment is	2
path for institutional	2
esmf is prepared	2
lead to preparation	2
representatives in local	2
total population estimated	2
for the tsf	2
adopted along with	2
and the governments	2
affect crop yields	2
will remain unchanged	2
up food production	2
and foreign private	2
economic growth increased	2
measures to control	2
length of access	2
among the priority	2
direct supervision will	2
the project applies	2
that the volume	2
a politically stable	2
other countries to	2
of the cropped	2
of agribusiness project	2
areas are essentially	2
agriculture and designed	2
funding mechanism for	2
and operation phases	2
produce the following	2
increase on a	2
and regulations on	2
very low water	2
was assessed for	2
builds upon the	2
will lead implementation	2
robust grievance redress	2
food insecurity which	2
and provided promptly	2
an act of	2
and forestry financing	2
risk assessment report	2
resilience global practice	2
gender analysis will	2
and on such	2
framework applicable to	2
are satisfactory to	2
during infrastructure construction	2
water sector to	2
include a number	2
a website will	2
be disbursed against	2
poultry and sheep	2
consistent with bank	2
adequate capacity and	2
impact associated with	2
formal request from	2
developing an action	2
collaborate closely with	2
crops planted at	2
loan government and	2
as soybean and	2
a special emphasis	2
and sector strategies	2
of women entrepreneurs	2
project footprint and	2
as regards political	2
and results based	2
and commercial farming	2
being urged by	2
with the banking	2
towards food security	2
the best procurement	2
production and percent	2
growth in public	2
diligence given that	2
quality public goods	2
will be challenging	2
principles for managing	2
access and regional	2
for every dollar	2
schemes will not	2
below the official	2
do not offer	2
the csa outcomes	2
for results program	2
of six agricultural	2
will participate as	2
the transformative nature	2
its assets other	2
pasidp ii is	2
overall improvement in	2
of lowland areas	2
and little or	2
members and value	2
sector growth during	2
a consolidated procurement	2
the tadb intends	2
processing and adding	2
fostering market access	2
households are women	2
esmf ipmp and	2
coordination in the	2
their fixed assets	2
minimal impact on	2
has not declined	2
the average portfolio	2
competitiveness project region	2
project efforts to	2
the specific goal	2
farmers are still	2
performance is low	2
sector of intervention	2
has remained consistently	2
ensuring coherence and	2
for a duration	2
and collaboration on	2
and together with	2
alternatives brief description	2
finance is a	2
financing agreement up	2
municipalities would be	2
support for tree	2
possible water use	2
despite the government	2
to maximize synergies	2
and or through	2
of congolese producer	2
farmers into effective	2
annual reports midterm	2
of knowledge to	2
of poor coastal	2
developed at the	2
targeted supplementary feeding	2
rationale for losses	2
procurement and monitoring	2
it is envisage	2
on existing structures	2
cent under years	2
general will be	2
medical insurance coverage	2
will mitigate the	2
to the industry	2
all supported by	2
activities in targeted	2
among pap communities	2
from the logic	2
also builds on	2
building of seed	2
terms of improved	2
which has very	2
community and local	2
ii piu should	2
social impacts along	2
support for key	2
the net income	2
may be withdrawn	2
of a favourable	2
to ensure equitable	2
to access bank	2
providing economic opportunities	2
of russia and	2
is trying to	2
rainfed conditions with	2
safe water sources	2
requirements outlined in	2
in project benefits	2
recurrent cost a	2
performance and results	2
e will have	2
the object of	2
given the government	2
store all relevant	2
it will produce	2
criteria for selecting	2
and sanitary conditions	2
innovation to the	2
regulatory and legislative	2
are at different	2
sustainable fisheries resources	2
bank assistance to	2
while the first	2
the new development	2
land development and	2
with relatively low	2
many other ministries	2
and developing new	2
safeguard policies is	2
during preparation through	2
cost based selection	2
implemented when of	2
of exchange visits	2
after their training	2
scale civil works	2
potential within value	2
of main canal	2
much information as	2
national and external	2
a legacy of	2
of the aif	2
all necessary conditions	2
poor assessment of	2
of inputs as	2
type n a	2
for negotiated contracts	2
stakeholders and key	2
any project facilities	2
integration of rural	2
improve average household	2
represented in all	2
who are engaged	2
irrigation is critical	2
of cash crops	2
management of climate	2
ntf grant agreement	2
within the terms	2
quotas associated with	2
to develop more	2
maintain the productivity	2
these efforts will	2
yes the op	2
significantly from about	2
training for small	2
vulnerable as they	2
blackberries and golden	2
annual household agricultural	2
and vulnerable farming	2
industries into the	2
population density and	2
of master trainers	2
better management and	2
at the external	2
is understood to	2
interventions tailored to	2
resilience and profitability	2
less than hours	2
in o u	2
terms of number	2
potential for economic	2
where cashew has	2
and rainfall variability	2
between the idb	2
in a secure	2
identification and deployment	2
defined and insurance	2
or degrade natural	2
to nineteen million	2
infrastructure and limited	2
to ensure increased	2
models and approaches	2
chain actors such	2
along cereal crops	2
support to critical	2
learned agreed measures	2
number of issues	2
and newly created	2
three priority crops	2
producers to improve	2
particularly with regard	2
suppliers of the	2
and many countries	2
the un food	2
techniques for the	2
report article iv	2
developed during phase	2
mechanisms have always	2
substantial damage to	2
during implementation support	2
are motivated and	2
river as well	2
terms of agriculture	2
capacities to adapt	2
the entire road	2
align them with	2
new administrative management	2
of children less	2
expected result is	2
of intervention regions	2
viet nam in	2
bureau of the	2
to increasing their	2
and halieutic resources	2
with the key	2
of road access	2
tank and irrigation	2
dam under construction	2
to promote growth	2
work plans for	2
the irrigated rice	2
and forecasting systems	2
within each of	2
developed in accordance	2
under the ecrp	2
advantage of this	2
subsectors have been	2
areas of water	2
soil conservation and	2
component is expected	2
the significant achievements	2
farm mechanization and	2
business in order	2
the livestock development	2
would be supplemented	2
sharing of lessons	2
refined by differentiation	2
distributed as follows	2
activity and may	2
between project partners	2
duties and salaries	2
activities is to	2
registration of irrigation	2
be owned by	2
business plans through	2
progress reports that	2
financing comprises an	2
staff seconded to	2
intervene essentially in	2
agencies at all	2
to erosion during	2
achieved during the	2
and grant conditions	2
systematically involved in	2
st rat egy	2
well as participatory	2
of maep and	2
and process transactions	2
of forests in	2
of us for	2
support and access	2
and cleaning platforms	2
may be triggered	2
the sfd and	2
support and provide	2
consumption from crops	2
portuguese cooperation trust	2
to those covered	2
there should be	2
and gender strategy	2
on a long	2
on biomass for	2
learning and documentation	2
reduction will require	2
for the pilot	2
were also carried	2
policy dialogue around	2
project ability to	2
constraints due to	2
was implemented between	2
these farms are	2
for the smallholders	2
that each piu	2
and put in	2
along the border	2
an irrigation master	2
the internal and	2
weaknesses identified during	2
sectors is emerging	2
districts and communities	2
and resettlement policies	2
to its rules	2
prices by the	2
letter setting out	2
this impact has	2
anticorruption debarment lists	2
in other districts	2
areas critical for	2
shall be maintained	2
either as individuals	2
to health services	2
tons of fisheries	2
and to extend	2
avoid overexploitation of	2
of ecuador project	2
land acquisition in	2
for all other	2
of community markets	2
through resepag ii	2
an average score	2
of information critical	2
in rwanda is	2
capacity to better	2
across agricultural value	2
the chief engineer	2
china declined from	2
to decline in	2
fisheries training facility	2
and citizen control	2
developed and deployed	2
programme components no	2
prices have been	2
impact surveys at	2
for analysis and	2
activities is weak	2
program results area	2
households and approximately	2
component deals with	2
highlighted the importance	2
the binding constraints	2
the phasing of	2
external evaluation of	2
closer trade integration	2
benefit from this	2
policies are triggered	2
detailed guidance for	2
r ed m	2
linkages and commercialization	2
thus resulting in	2
people in mali	2
federal government and	2
soil condition and	2
sector and training	2
clear that the	2
program to develop	2
was assessed as	2
infrastructure that has	2
the full program	2
on its remarkable	2
the national five	2
predominantly rural regions	2
financing devoted to	2
flood protection infrastructure	2
by the traditional	2
b project manager	2
social policy of	2
his qualifications and	2
which focusses on	2
because this component	2
angola ranks th	2
along the targeted	2
disease and avian	2
community maintenance system	2
following effectiveness of	2
restoring and enhancing	2
are often an	2
municipios with a	2
and services providers	2
basin is an	2
relate mainly to	2
depend almost exclusively	2
conducive to inclusive	2
the different partners	2
particularly the vulnerable	2
from the pcu	2
a higher incidence	2
any of them	2
also projected to	2
to identify investment	2
and supply to	2
currency to the	2
and supporting them	2
lack of progress	2
scheme recipient landowners	2
under the completed	2
liberian agriculture sector	2
public credit and	2
associated decision tools	2
the same but	2
improved productivity of	2
of investments is	2
revision solely dealt	2
cent of people	2
be updated at	2
processing area in	2
improving agriculture productivity	2
a factor that	2
organized in three	2
finance rehabilitation and	2
reduce the productivity	2
address managerial and	2
popular representation into	2
five million nine	2
ensure proper project	2
land productivity through	2
contributed of the	2
markets by strengthening	2
address the following	2
capacity of service	2
it to deploy	2
operation name region	2
for water harvesting	2
rplp will support	2
zimbabwe agriculture investment	2
supply and use	2
reduce product losses	2
system is not	2
capital is estimated	2
by operations and	2
rural development continues	2
to study the	2
enable villages to	2
prove to the	2
analysis for climate	2
users provided with	2
formation and operation	2
to focus more	2
system to report	2
measured at us	2
offs on the	2
and broader coverage	2
designed in compliance	2
funding under the	2
coordination of humanitarian	2
of producers associations	2
faso on april	2
and agriculture suffers	2
ia l u	2
been successfully implementing	2
seven hundred fifty	2
interventions would have	2
of rural farm	2
got and the	2
equipment purchased with	2
programs through the	2
water conservation techniques	2
appraisal mission in	2
because activities related	2
protocols of agreement	2
rebate against the	2
reduction policy framework	2
rural populations more	2
and road sections	2
the bank must	2
was at the	2
rigorous participatory selection	2
of the wee	2
professionals in environmental	2
an adopted tourism	2
drainage of hectares	2
for young women	2
a national heritage	2
to scale before	2
provide regular information	2
effort to improve	2
shall undertake to	2
sanidad agropecuaria e	2
potential and accessibility	2
bank assisted project	2
reviewed at the	2
centre national de	2
irrigated land or	2
from country to	2
identifying and developing	2
productivity leading to	2
business positive medium	2
sufficient in food	2
and applied on	2
or could occur	2
only activities that	2
advisor services and	2
niger family farming	2
adequate capacity is	2
could be impacted	2
been receiving food	2
not all districts	2
development aspects of	2
loan to each	2
activities and benefit	2
also conducted in	2
gaoual and koundara	2
grant for an	2
rmcs in implementing	2
contract will not	2
risk in australia	2
yields of milk	2
to electricity liberates	2
diversified agricultural sector	2
and revenues per	2
includes a package	2
impact indicators as	2
plant bags for	2
af will scale	2
promptly as and	2
the india cpf	2
in technology promotion	2
testing mini laboratories	2
have undergone the	2
systematically applied during	2
fund not later	2
public spending has	2
and how it	2
of projects that	2
pull out shareholders	2
and add value	2
two regions covered	2
quarters of which	2
consumed in the	2
on the necessary	2
excluded from pforr	2
their socio economic	2
are those of	2
are prone to	2
sensitization and communication	2
capability of minagri	2
component would ensure	2
saving technologies and	2
promote environmental good	2
to the signing	2
design recommendations incorporation	2
the specifics of	2
afdb and the	2
be regularly consulted	2
punjab water policy	2
production through its	2
enhancement and value	2
yet been identified	2
kitchen garden kits	2
existing challenges and	2
collaboration with local	2
from a range	2
of which more	2
which not only	2
periods of drought	2
were set up	2
and agroforestry households	2
within girsal limited	2
agribusiness and marketing	2
drop in rainfall	2
formal and lucrative	2
more than sufficient	2
national to the	2
in direct collaborations	2
audit recommendations will	2
se rvi ce	2
a single large	2
of united nations	2
p parent program	2
methods are not	2
extension expert and	2
support and the	2
of activities supported	2
was conceived as	2
submit it to	2
amounting to the	2
implement effective governance	2
triggered during the	2
addresses two of	2
e baseline and	2
plan for at	2
modern and improved	2
limits the production	2
communicates with the	2
social development indicators	2
some agricultural activities	2
and recruitment done	2
objective of establishing	2
through the envisaged	2
and reducing cost	2
approach selected is	2
on the marketing	2
to absorb labor	2
key public sector	2
of guinea through	2
maximize the benefits	2
has recently implemented	2
growth of small	2
and shall provide	2
and participatory knowledge	2
establish an agricultural	2
and in improving	2
improving equitable access	2
despite a decline	2
comprise a procurement	2
classification stipulated by	2
national youth employment	2
in a few	2
and visitor center	2
and support a	2
all interventions supported	2
reduction of massive	2
various actors along	2
a local coordination	2
supporting target gapas	2
of an inclusive	2
the psc secretariat	2
policy to the	2
operational areas of	2
conditions for loan	2
padir and prise	2
financial audits of	2
jobs in agriculture	2
agricultural services for	2
geographical targeting using	2
other direct beneficiaries	2
severe malnutrition prevalence	2
predominate in the	2
position in terms	2
capacity at local	2
were expected to	2
disbursement of this	2
establishing and or	2
underscores promoting sustainable	2
through a national	2
support the enabling	2
also increased the	2
the public to	2
defray the cost	2
mitigated in the	2
a strategic vision	2
eu by the	2
providers and agro	2
corridor in maroua	2
while the country	2
opportunities and potential	2
and request for	2
agribusinesses in selected	2
to plan the	2
government will also	2
budget for implementation	2
a coordinated way	2
surveys will also	2
would be adapted	2
annual joint sector	2
an agronomist specialised	2
higher quality standards	2
innovative production technologies	2
to be truly	2
whose structures will	2
a credit at	2
in the himalayan	2
lack of project	2
economic size between	2
is mandatory for	2
of health plans	2
farmers and to	2
the sun accounting	2
women directly involved	2
service providers recruited	2
business support services	2
even point or	2
initially fielded a	2
and about two	2
reliable and programmed	2
following conditions are	2
coordinate the mobilization	2
and productive investments	2
are also being	2
throughout the process	2
farm water availability	2
echnical st udies	2
and enforcement mechanisms	2
locations are yet	2
higher value commodities	2
performance status report	2
identified as priority	2
such as rwanda	2
with incentives for	2
is need for	2
some actions supported	2
the fmu is	2
or improved access	2
building in all	2
monitoring visits conducted	2
also contain an	2
and low cost	2
to disbursements for	2
improved food availability	2
anticipated increase in	2
welfare of poor	2
to this growth	2
that is about	2
and has now	2
and on national	2
a corresponding amount	2
the target market	2
percent reported that	2
agriculture represents the	2
groundwater protection and	2
of knowledge likely	2
an additional potential	2
agriculture put up	2
is already familiar	2
of csa investments	2
applied for the	2
fisheries information for	2
traditional canals in	2
is technically justified	2
loan ofid government	2
tunisia siliana territorial	2
on these operations	2
and business partnership	2
finds of cultural	2
provide support through	2
critical for food	2
households reported increased	2
per cent contribution	2
to high population	2
in territorial development	2
and fish sub	2
and or mitigated	2
to the effect	2
mainstreaming and women	2
million live in	2
adaptive research and	2
the implementation completion	2
such as industry	2
the existing or	2
approval bank december	2
it plugs into	2
is considered water	2
september effectiveness november	2
economy in general	2
negotiations will be	2
group policies the	2
then make recommendations	2
is of particular	2
to adopt modern	2
conservation has granted	2
entrepreneurs get involved	2
production of higher	2
of scale and	2
and pcu to	2
absence of an	2
job creation especially	2
separate bank account	2
high gross margin	2
supports the adoption	2
were to understand	2
storage and use	2
a private firm	2
well as around	2
emergency measures to	2
preparation of participatory	2
us m total	2
sector role in	2
of both farmers	2
the responsiveness of	2
funding and the	2
by the npco	2
amount payable at	2
infrastructure facilities which	2
development of action	2
and intensification of	2
reducing the level	2
for structuring of	2
cropped area is	2
participation in community	2
production through value	2
pa will use	2
rural population lived	2
to democratize productivity	2
added in mali	2
participation of youth	2
values can be	2
extensive campaigns to	2
synchronization of seed	2
following key factors	2
up to ensure	2
the coastal areas	2
from natural disasters	2
implementation schedule this	2
of alternative energy	2
once sites where	2
eastern ghats and	2
drip equipment and	2
other institutions that	2
been fueled by	2
accordance with internationally	2
the risk profile	2
csaips for countries	2
continues to occupy	2
mechanical and electronics	2
characterized with relatively	2
unit has been	2
and improved accessibility	2
provide the united	2
priority to create	2
producer and multiplier	2
the program addresses	2
worth for the	2
reducing its vulnerability	2
of a watermelon	2
project financed with	2
and transhumance resources	2
and registration policies	2
of a subsidy	2
in angola since	2
two equal tranches	2
outcomes and the	2
rwanda council of	2
low number of	2
a total ifad	2
intensification techniques in	2
requirement in this	2
if so to	2
size of gdp	2
at each establishment	2
ultimately contribute to	2
reports to ifad	2
of the togolese	2
focus on livestock	2
localized and thus	2
the years to	2
dropped to near	2
that can ensure	2
panel of experts	2
main engines of	2
ii of this	2
entirely financed by	2
and ensuring training	2
disproportionately affected by	2
and standards certification	2
propose improvements to	2
of rice are	2
to the whole	2
a national fishers	2
enhancing the livelihoods	2
private enterprises and	2
roads are not	2
and technical resources	2
cash crops two	2
monitoring and providing	2
shaped the design	2
prf activities dated	2
of variation in	2
by the individual	2
opening of its	2
will particularly emphasize	2
and farm machinery	2
and water contamination	2
will comprise eight	2
target a total	2
risk in liberia	2
and financial level	2
is determined to	2
municipal governments total	2
of food feed	2
or the loss	2
regional support units	2
technical tools for	2
leads the efficient	2
the environmental risks	2
enable the alc	2
of percent p	2
was not conclusive	2
where adequate studies	2
of financing expenditure	2
indicators such as	2
of the grievances	2
irriga will support	2
will largely depend	2
with terms and	2
and related sub	2
the who recommended	2
in wheat production	2
sustained poverty reduction	2
implementing recommendations contained	2
and market advisories	2
for environmentally sustainable	2
irrigation systems infrastructure	2
and p roject	2
that only around	2
thousands of ua	2
infrastructure is being	2
focus on good	2
growth and structural	2
but often lack	2
benefiting more than	2
does not trigger	2
million component c	2
for producers of	2
competing with the	2
its existing accounting	2
in a strategic	2
financing mechanism will	2
but they will	2
farms to convert	2
secured at the	2
work in progress	2
enforcement and regulatory	2
equipment to improve	2
drivers of the	2
availability of such	2
a higher stipend	2
components and of	2
range of water	2
ii program is	2
requests for the	2
management projects in	2
comprises four components	2
component digital services	2
a consolidator at	2
poverty in all	2
supportive of other	2
technologies that have	2
of a ua	2
factored into patam	2
it in a	2
trees for water	2
projects to provide	2
assistance provided to	2
irrigation system for	2
remains profitable despite	2
involved in crop	2
designed to allow	2
development of pastoral	2
discussed and planned	2
exports jobs agriculture	2
greatest potential for	2
irrigation as a	2
balochistan relating to	2
type not applicable	2
technical assistance agribusiness	2
term support for	2
with the regulations	2
of study tours	2
domestic processing and	2
farming families and	2
risk aversion and	2
as confirmed and	2
to increasing agricultural	2
improve farm productivity	2
not covered under	2
ongoing proirri project	2
and improve farm	2
adaptive management of	2
agric insurance re	2
to transform their	2
program name parent	2
managed and mitigated	2
for policy implementation	2
reforms aiming at	2
no physical cultural	2
in two equal	2
project locations will	2
reports would be	2
which deals with	2
likelihood that the	2
of south american	2
interventions are projected	2
in areas surrounding	2
dependent on rainfed	2
with periods of	2
proposed in this	2
communities with at	2
drawn from bank	2
developed sites secured	2
will thus support	2
activities scheduled under	2
in most regions	2
be operated by	2
ngos active in	2
regional policy steering	2
adjustment measures for	2
resettlement screening form	2
expertise of the	2
nature of activities	2
private sector from	2
to guide young	2
through national and	2
income rmcs to	2
to be strongly	2
shall be opened	2
technology transfer in	2
technical and progress	2
other stakeholders as	2
delivery of project	2
regulations could be	2
to build several	2
improving road access	2
meet with peu	2
a provincial coordination	2
agriculture emergency response	2
potable water and	2
for government departments	2
investment thanks to	2
oriented poverty reduction	2
the same provinces	2
and economic instability	2
and the products	2
it is being	2
issue disbursement and	2
approach to local	2
foster agribusiness development	2
also introduce the	2
management of future	2
and livelihood activities	2
compilation of experiences	2
in relatively good	2
agrees to cooperate	2
government agencies are	2
and roads constructed	2
improved produce marketing	2
further diversify the	2
practices most suitable	2
and services were	2
organizations working in	2
a key policy	2
identification and management	2
strengthening of value	2
nutrition activities supported	2
production and increased	2
reorganization of the	2
reduce ph losses	2
available at http	2
has experienced strong	2
measures that can	2
exposed to climatic	2
actions supported in	2
mawf website which	2
program component coordinators	2
school canteens support	2
to be negotiated	2
validate the business	2
command area development	2
all levels within	2
are hectares or	2
rather than creating	2
perspective in the	2
operation of growth	2
and collection centers	2
role in strengthening	2
o c in	2
hire additional environmental	2
current emphasis on	2
and trades related	2
his her report	2
leverage regional development	2
diversification and intensification	2
chains concerned and	2
and arable land	2
objective of poverty	2
and children for	2
these structures by	2
average time to	2
sugarcane as they	2
to productive agents	2
government intervention is	2
security trust fund	2
and the outline	2
develop a business	2
to continue declining	2
provision will be	2
country and coraf	2
continue improving the	2
as to generate	2
dairy industry through	2
physical infrastructure and	2
of this infrastructure	2
july in each	2
scale and localized	2
moa will prepare	2
special contractual execution	2
participating farmers in	2
supervision and support	2
projected gdp growth	2
infrastructure and would	2
contained expenditures in	2
account for an	2
operational modalities of	2
o m plans	2
cent are poor	2
affected people schedule	2
tsf financing and	2
of other technical	2
scheduled for december	2
to have experienced	2
organisation of farmers	2
operation and safety	2
critical that the	2
on seed multiplication	2
a sound management	2
project social risks	2
implementation is not	2
under this op	2
africa the most	2
national fertilizer subsidy	2
banco de la	2
requires a multidimensional	2
allowing households to	2
trained in selected	2
and made it	2
when combined with	2
burkina faso p	2
women who will	2
of a certified	2
existence of several	2
conflicts caused by	2
based knowledge products	2
angola development bank	2
develop a monitoring	2
to higher levels	2
percent reside in	2
review the plan	2
young people as	2
a recent world	2
undertaken at midterm	2
operative republic of	2
costs is estimated	2
and business investments	2
for protection of	2
mechanisms with the	2
foreign total i	2
accountant in the	2
change under such	2
traceability of inputs	2
promotion of initiatives	2
the vegetable and	2
of the partnership	2
and the means	2
to the periphery	2
possible risks of	2
as administrative and	2
and competitiveness and	2
the degraded forests	2
integrated into tailored	2
and check lists	2
the lifeblood of	2
building for food	2
projects would be	2
five years old	2
be applied and	2
whom they can	2
design and operation	2
and highlights the	2
training and other	2
sustainable and competitive	2
with neighboring countries	2
reached alarming levels	2
therefrom in accordance	2
such as pulses	2
improving productivity in	2
institutional and organisational	2
esmf and site	2
to the better	2
stages of approval	2
systems implemented by	2
that it cannot	2
and more healthy	2
from increases in	2
public sector stakeholders	2
improve smallholder agriculture	2
by the suspension	2
of population living	2
interests of women	2
situation is further	2
dietary energy consumption	2
farm and post	2
has achieved impressive	2
under resepag ii	2
of estimated project	2
of total gross	2
the special status	2
high labor intensity	2
and the jobs	2
promote agricultural transformation	2
assessment of poverty	2
by light project	2
output indicators number	2
procurement of the	2
angola cabinda province	2
mass of young	2
local staff trained	2
reduce such adverse	2
to higher ground	2
for their respective	2
solar dryers and	2
the pacific region	2
exchange total l	2
on groundwater recharge	2
contributed to this	2
provinces and communes	2
twin problems of	2
management unit of	2
estimated number of	2
annual mean temperature	2
to adopt an	2
mitigation strategies to	2
of stocks and	2
in beneficiary incomes	2
an enabling agribusiness	2
generation and livelihood	2
on eb lot	2
ensure that producers	2
to government and	2
be done taking	2
procedures for program	2
ultimately increasing the	2
involved all stakeholders	2
design and location	2
already in use	2
stimulate private investment	2
plan will include	2
proportion of young	2
a coordinator and	2
developed and serviced	2
is as low	2
the niger hydro	2
total cost eur	2
rate of more	2
requirements to agricultural	2
be kept for	2
bank financing for	2
helps to create	2
the more justified	2
will support sustainable	2
economic and market	2
with a fixed	2
bank burkina faso	2
the populations in	2
and six months	2
covers an estimated	2
thereby ensure compliance	2
smallholder partnerships with	2
vulnerable rural populations	2
among the actors	2
qualitative and quantitative	2
for greater value	2
of mineagrie and	2
and production potential	2
of producers of	2
is brought under	2
impact of available	2
of natural hazards	2
an external evaluation	2
program by the	2
for establishing and	2
isolated rural communities	2
from ifad financing	2
the beneficiary groups	2
population across the	2
owned land or	2
the fiscal side	2
program as specified	2
category cfaf ua	2
per cent have	2
protection of environment	2
of constraints and	2
project are the	2
from the financing	2
yes some of	2
the activities listed	2
livestock and pasture	2
targeted and fully	2
groups and other	2
decentralization process provided	2
and policies as	2
pid prepared march	2
as crop production	2
through processing and	2
punjab irrigated agriculture	2
ii has thus	2
the permanent assembly	2
budget allocation of	2
billion at the	2
in selected economic	2
this consultation will	2
information and capacity	2
agriculture policy formulation	2
the program seeks	2
economic environment for	2
focus would be	2
provides access to	2
regular and periodic	2
strengthen transport connectivity	2
support for quality	2
on existing government	2
requirements in terms	2
without undermining its	2
public support to	2
rainfall is projected	2
approval in accordance	2
adopt technologies for	2
out of total	2
rsf will be	2
and other plant	2
women to improve	2
envisaged as a	2
on a leading	2
implementation consulting services	2
plans are prepared	2
of beneficiaries trained	2
principal secretaries from	2
a comprehensive vulnerability	2
areas devoted to	2
access for smallholders	2
policy seeks to	2
technical advice and	2
will potentially cause	2
the pmo and	2
ability to access	2
supervision and control	2
to support entrepreneurs	2
instruments the legal	2
the nutrition of	2
manage some per	2
and scales up	2
beneficiaries in identifying	2
staple cereal crops	2
river union region	2
for nutrition and	2
adverse social and	2
with the obligation	2
from guarantee fund	2
a cluster approach	2
this end the	2
that is necessary	2
screening tool to	2
and entered into	2
main target group	2
small producer organizations	2
by reducing ghg	2
are defined in	2
levels of soil	2
to reach all	2
a key instrument	2
the unique conditions	2
are readily managed	2
africa climate change	2
nut shell liquid	2
series is to	2
a wealth of	2
cigs and pos	2
considerable attention to	2
formation of producer	2
through an e	2
considerable potential for	2
the most devastating	2
website and that	2
competitiveness is one	2
firms in the	2
been added in	2
distribution system based	2
terms of financing	2
only of loans	2
generated will be	2
countries in eastern	2
increasing carbon sequestration	2
the centralized activities	2
and financial capabilities	2
capacity to promote	2
completed in accordance	2
crop failure and	2
and pacific sep	2
in parallel financing	2
and any ipp	2
undertake at least	2
it will report	2
ifad grant borrower	2
works contractors and	2
a robust and	2
provide the bulk	2
he consult ant	2
high quality data	2
investment and reduce	2
or newly created	2
schedule of proader	2
conflict and disaster	2
to the actual	2
aligned with eu	2
the eradication of	2
control measures that	2
developing investment prospectus	2
until a country	2
production will increase	2
be measured throughout	2
and mses for	2
rural producers training	2
by country authorities	2
of indigenous groups	2
as a least	2
degradation of soil	2
af project is	2
staff or contracting	2
be a mechanism	2
data to assess	2
a study entitled	2
for green revolution	2
remove barriers that	2
to mentor women	2
the agricultural sub	2
soil conservation regeneration	2
monitoring and rigorous	2
platforms at the	2
to the organizational	2
piu will put	2
bank december signing	2
of the next	2
services funded with	2
break the cycle	2
of component a	2
have compounded the	2
with robust monitoring	2
remains a very	2
dynamism of the	2
functions of moa	2
npco will be	2
support establishment of	2
with the islamic	2
and will aim	2
while the irr	2
on an as	2
the services offered	2
project spillover effects	2
cultural resources foreseen	2
component are not	2
is a remunerative	2
and improved service	2
the grants as	2
extension of cultivated	2
component is improved	2
to inform stakeholders	2
the smallholder commercialization	2
within the original	2
loan or grant	2
lead rural development	2
credit portfolio of	2
and a rational	2
incomes for rural	2
for which activities	2
annual crop production	2
safeguards implementation and	2
for rice seed	2
a growing urban	2
watersheds that are	2
of january on	2
manage them profitably	2
has been performing	2
rising telecommunications and	2
disease monitoring and	2
the government commitment	2
proposed project draws	2
state has also	2
which they relate	2
public policy framework	2
are much more	2
out after the	2
knowledge of census	2
of pos smes	2
effort to reach	2
the mandates of	2
capacity constraints within	2
is a financial	2
counterpart contribution will	2
reforms and capacity	2
in was not	2
this menu will	2
the senior secretary	2
new rice for	2
view to designing	2
a pilot on	2
that allows the	2
that proper safeguards	2
to an expansion	2
i asian development	2
for rivers lakes	2
of adb financing	2
construction related issues	2
another loan currency	2
pds and bds	2
or set up	2
withdrawal and the	2
widespread land degradation	2
sector policies including	2
are divided into	2
was conducted and	2
following the central	2
undertake its activities	2
development for farmers	2
national water and	2
of grants scheme	2
assessed by the	2
master agreements with	2
prevent the resurgence	2
skills of targeted	2
agricultural enterprises located	2
pursuant to and	2
a small share	2
and acceptance checks	2
the institutional set	2
bp and that	2
solutions break with	2
and institutions are	2
been hampered by	2
covered by forests	2
of the ccc	2
up results in	2
household is about	2
avoiding the use	2
drawn cultivation in	2
facilitate linkages with	2
traditional and family	2
processing facilities supported	2
farm in flood	2
state total amount	2
smart livestock production	2
safety conditions for	2
shall not agree	2
seven implementing agencies	2
but they do	2
and the systematic	2
action for climate	2
documentation and information	2
environmental protection through	2
bank group instruments	2
pastoral livelihoods in	2
people to climate	2
four countries around	2
stores for storage	2
of marshy areas	2
the bodies responsible	2
operational procedures based	2
financing and management	2
following the closure	2
farmers especially women	2
and differences in	2
the world has	2
already established in	2
driven approach to	2
programme activities to	2
meetings are held	2
implementing legislation on	2
important engine of	2
meaden and the	2
into account their	2
an investment climate	2
implementing instrument is	2
been recognized as	2
in control group	2
focused on collecting	2
linked to its	2
of indonesia in	2
previous bank projects	2
to investments in	2
initiatives for improving	2
land management urban	2
arrangements between project	2
exchange costs owing	2
of medium or	2
section describes the	2
products by reducing	2
pid isds project	2
reports together with	2
the northeast of	2
the international rice	2
will continue after	2
adequate participation of	2
mohamed ghani razaak	2
of a relatively	2
the fund also	2
by the additional	2
in farming techniques	2
and financially sustainable	2
enable poor rural	2
with the recent	2
in la paz	2
produced by smallholders	2
adopted are based	2
following the evaluation	2
climate and price	2
of and adaptation	2
calculations due to	2
is also posed	2
the duplication of	2
and time frame	2
about various matters	2
implemented under prodaf	2
where access to	2
livestock and domestic	2
combined amount of	2
of water course	2
assessments were undertaken	2
decrease poverty in	2
vfs and nsos	2
key positions in	2
of gender issues	2
facilitate the uptake	2
