bigram	frequency
paper version	2
action effectiveness	2
national subsidiarity	2
nonresponse rate	2
faso africa	2
adequately meet	2
related lessons	2
tanzania road	2
catalyse market	2
national partners	2
basado en	2
airports ports	2
integrating availability	2
generate agricultural	2
marie caroline	2
greater capacity	2
elected representatives	2
support innovation	2
kebele levels	2
fisheries act	2
related indicators	2
fisheries service	2
continued commitment	2
mudita chamroeun	2
audited project	2
independent entity	2
better identify	2
abattoir standards	2
diversification efforts	2
smaller tanks	2
following climate	2
become beneficiaries	2
actively engage	2
effective role	2
techniques predominantly	2
evaluations also	2
adopting alternative	2
economy development	2
agricultural cycles	2
directamente el	2
specifically directed	2
cost ct	2
digital approaches	2
also lower	2
human environment	2
cook stoves	2
de pueblos	2
table indicative	2
acciones que	2
accelerating industrial	2
international shortlists	2
fragility risks	2
decentralized units	2
apz operational	2
ro selinep	2
programme execution	2
via mobile	2
multidisciplinary technical	2
iee means	2
travers de	2
independant state	2
je ct	2
description classification	2
village buyer	2
uganda country	2
de financiamiento	2
programme executing	2
programme sur	2
climate improvement	2
project focus	2
context india	2
agencies working	2
contracts based	2
potential applicants	2
coet snfi	2
meet local	2
organisationnel et	2
indicators verification	2
stimulate growth	2
data set	2
strategy including	2
directors also	2
crisis period	2
organized archiving	2
origin will	2
rehabilitated number	2
public meetings	2
titled properties	2
ces drs	2
strategic steering	2
irreversible environmental	2
two agro	2
organisations development	2
indicators ii	2
par productions	2
load reduction	2
billion fcfa	2
equipment machinery	2
programme fund	2
change irr	2
including closing	2
spe tel	2
nine months	2
measured based	2
fisheries agency	2
level phcompliance	2
term perspective	2
woman merchant	2
component level	2
fire control	2
operational approvals	2
corruption remains	2
chianu chief	2
pratiques agricoles	2
strengthened output	2
additional investment	2
beneficiary targeting	2
many parts	2
needed basis	2
net results	2
name cote	2
analysis indicated	2
every months	2
zambia ppcr	2
authorized allocation	2
offer attractive	2
comprehensive free	2
associated farmers	2
national devleopment	2
three parties	2
new regions	2
soil cover	2
bad governance	2
intermediate zone	2
standard equipment	2
environmentally unsustainable	2
address pertinent	2
pipeline interventions	2
project experienced	2
fertilizer used	2
programmes monitoring	2
economic advisor	2
domestic financial	2
extensive stakeholder	2
pandemic shock	2
imputed wage	2
unit undp	2
entrepreneurial potential	2
manager alex	2
change intent	2
international scene	2
coordinating office	2
significantly contributes	2
degraded arable	2
support mard	2
water affairs	2
largely unrealised	2
basic costs	2
highly skilled	2
national local	2
improved transparency	2
conduct monitoring	2
particularly concerning	2
de cabinet	2
will track	2
base indicators	2
improving youth	2
cirad centre	2
additional increase	2
encouraging outcomes	2
nora kaoues	2
value goods	2
advisory schemes	2
provision contracts	2
different ministries	2
keeps data	2
established number	2
delay project	2
water budgeting	2
insufficient targeting	2
reflect activities	2
modern energy	2
sector gdp	2
asia nov	2
gabon straddles	2
losses related	2
dar khrofa	2
persons receiving	2
privados fortalecen	2
packaging material	2
dissemination priorities	2
price variation	2
farmer networks	2
community maintenance	2
detailed tables	2
cultural identity	2
considered suitable	2
appropriate methods	2
engineering approach	2
project qualifies	2
rigorous selection	2
support benin	2
process throughout	2
research framework	2
cadre des	2
policy trade	2
tissu economique	2
heavily damaged	2
internal administrative	2
facing smallholder	2
caprinas por	2
operating life	2
organizations representing	2
management operations	2
scenario eirr	2
resilient farm	2
benin cashew	2
still well	2
updated economic	2
use siap	2
les ccl	2
weak processing	2
consume dairy	2
ayant pour	2
large wells	2
fed cereal	2
accurate perceptions	2
facilitate job	2
township office	2
decades technical	2
il permettra	2
sectorielles et	2
full disbursement	2
financed irrigation	2
thousands us	2
november total	2
march govt	2
sdr million	2
cges https	2
around private	2
including aquaculture	2
previous marndr	2
includes relevant	2
nutrition program	2
politiques dispositif	2
eligibility cntena	2
receive resources	2
successful partnership	2
factors fragility	2
mokshana nerandika	2
value ofid	2
abc progress	2
operation features	2
border post	2
severe challenges	2
edge technology	2
consolider les	2
guinean employment	2
households face	2
implemented projects	2
lolf organic	2
climatique dans	2
establishing private	2
extension projects	2
rehabilitated constructed	2
transformation agency	2
complex nature	2
youth mobilization	2
projet ainsi	2
programmatic financing	2
calving rate	2
rural space	2
simeon kacou	2
tropical thorn	2
gainful participation	2
balanced growth	2
component finance	2
service life	2
capacity weaknesses	2
doa records	2
safeguards procedures	2
operation coordination	2
buyer agents	2
professional frameworks	2
aid management	2
office heads	2
various services	2
cogn ii	2
farm groups	2
communities along	2
balochistan water	2
du logiciel	2
without connection	2
initially estimated	2
supported pforr	2
haiti http	2
supported cooperatives	2
development schemes	2
organized activities	2
ongoing operation	2
financed public	2
remains valid	2
including recommendations	2
made liable	2
verification methods	2
community access	2
negotiations loan	2
un sistema	2
state university	2
danube water	2
etds will	2
criar increased	2
represents approximately	2
remain category	2
gl sc	2
gained good	2
groups within	2
output declined	2
fiduciary framework	2
ptta project	2
built will	2
decreases will	2
account holders	2
date falling	2
account designated	2
cooperation fisseha	2
experiencing changes	2
de formosa	2
requisite experience	2
outline follow	2
supervisory authorities	2
respective protected	2
reasonable progress	2
may temporarily	2
systems obtained	2
trade liberalization	2
budget records	2
el del	2
smart intensification	2
downstream linkages	2
areas improved	2
concerning good	2
promote farmers	2
project alternative	2
predominantly agricultural	2
intermediary phase	2
environmental categorisation	2
livelihoods missions	2
mitigating activities	2
financially justifies	2
including utilities	2
potential developers	2
import dependency	2
iron prices	2
haiti defines	2
summary iii	2
asap ainsi	2
participating organizations	2
involving paps	2
storage options	2
address financial	2
people using	2
within cote	2
procedures acceptable	2
supervisory ministries	2
outgrowers scheme	2
mainly maize	2
constraint faced	2
coordination technique	2
related screening	2
flexibility afforded	2
development special	2
country moves	2
rp safeguards	2
will normally	2
schedule total	2
new wetlands	2
different pastoral	2
alianzas establecidas	2
principles will	2
children vaccinated	2
key pdo	2
project additional	2
economic program	2
scale rehabilitation	2
per adopting	2
seront responsables	2
key private	2
fortalecimiento del	2
land availability	2
adequate sanitation	2
including seed	2
projected increases	2
max words	2
scale economic	2
prime ministers	2
animal sectors	2
unregulated rudimentary	2
see annexes	2
wfp agreement	2
bank initiatives	2
mission identified	2
pdar sera	2
mou templates	2
nourishing nigeriens	2
preservation warehouses	2
cies internacional	2
promising sectors	2
interest shall	2
generate data	2
result mainly	2
cyclone evan	2
management number	2
local extension	2
farming productivity	2
studies indicate	2
madres caprinas	2
bidding procedure	2
initiated projects	2
open group	2
pip implementation	2
uep studies	2
qualitative indicators	2
active rural	2
cgiar research	2
providing agricultural	2
diversification will	2
export trade	2
related ministries	2
regional environmental	2
flood directive	2
professional needs	2
match demand	2
activities affect	2
without compromising	2
global crop	2
policy initiatives	2
budget proposal	2
whose recommendations	2
project core	2
jakob tuborgh	2
regulations must	2
baisse des	2
basis applicable	2
cultivation fields	2
constrained budget	2
domestic longliners	2
national business	2
individual beneficiary	2
scale plantations	2
cooperative management	2
officially registered	2
studies planned	2
final products	2
allocated timely	2
increased technology	2
urban waste	2
morphological structure	2
procurement assessment	2
desert encroachment	2
organization among	2
government pays	2
poor will	2
ensure public	2
funding documents	2
areas along	2
several sub	2
likely future	2
edp approach	2
twenty two	2
dust pollution	2
making adjustments	2
joint action	2
le choix	2
school nursery	2
three national	2
major causes	2
adarsh kumar	2
reach technology	2
papd pro	2
park development	2
targets various	2
idb project	2
disseminating sustainable	2
better equip	2
manage social	2
un cadre	2
recently rehabilitated	2
will possibly	2
human develop	2
agribusiness model	2
poverty compared	2
garment exports	2
product giz	2
good feeding	2
assam agricultural	2
weak systems	2
coordination platform	2
output agriculture	2
network rehabilitation	2
dominate serbian	2
structure along	2
chain investments	2
highly prioritised	2
grade attainment	2
green investments	2
government expenditure	2
may accrue	2
also plugs	2
countries without	2
real sector	2
harnessing component	2
largely determined	2
africa food	2
vegetable producers	2
sensitive training	2
armasu title	2
based investment	2
account iii	2
budget including	2
multiple shocks	2
participants provided	2
de infraestructura	2
main staple	2
world resources	2
raising farm	2
kinyasini market	2
incorporate lessons	2
building local	2
keep abreast	2
substitution solutions	2
receive us	2
output prices	2
farmers finding	2
los principales	2
municipalities concerned	2
higher investment	2
future increases	2
access activities	2
including world	2
checklist emp	2
informal groups	2
fold strategic	2
directly supporting	2
data availability	2
planning investments	2
tariff adjustment	2
seven communes	2
plan esmp	2
governance promote	2
infrastructures outcomes	2
km excavation	2
mediterranean basin	2
low employment	2
crop handling	2
duly audited	2
closing audit	2
organizations strengthened	2
maximize outcomes	2
pumping techniques	2
effectiveness conditions	2
labor expenditures	2
usd year	2
active operations	2
giresun sub	2
pndes monitoring	2
haiti include	2
regional platforms	2
current social	2
three research	2
alarming levels	2
new model	2
raising rural	2
nordic development	2
imf financing	2
poorest lebanese	2
acoppola worldbank	2
faso government	2
partially treated	2
quality human	2
specific schedule	2
patrick agboma	2
referenced data	2
programme target	2
esmf indicates	2
constitution guarantees	2
ahai task	2
overall agriculture	2
crop improvement	2
maja schling	2
security resilience	2
developed area	2
poverty traps	2
product collection	2
collaborative governance	2
agriculture training	2
considered rural	2
projects delivered	2
introduced several	2
related threats	2
governance systems	2
much faster	2
reduced deforestation	2
harvest food	2
outputs delivered	2
level professionals	2
existe una	2
aspectos operativos	2
diversification des	2
ration formulation	2
foreign employment	2
vegetables value	2
disease monitoring	2
formels ou	2
main structure	2
expenses eligible	2
limited value	2
crop damages	2
used extensively	2
principal liaison	2
liberia beneficiaries	2
joint activities	2
tuna commission	2
implementation needs	2
cutting edge	2
reliable year	2
good production	2
social capacity	2
insurance climate	2
coral reef	2
danida us	2
selected sectors	2
rurale dans	2
iii consultations	2
especially significant	2
design life	2
financial gains	2
leone will	2
resilience considerations	2
policy without	2
specifically pillar	2
december th	2
main investments	2
works irrigation	2
specific labour	2
partenariats accords	2
malawi trunk	2
figure among	2
valeur et	2
combined idb	2
across india	2
cement administration	2
deploy needed	2
participatory sub	2
notable achievements	2
programme launch	2
framework csp	2
includes strategic	2
task forces	2
growth areas	2
rate ranges	2
increase households	2
initiatives based	2
engineer rdgw	2
plans using	2
providing irrigation	2
finance vdp	2
el personal	2
positive signs	2
occupied territories	2
stakeholders along	2
supervisory missions	2
skilled jobs	2
las diferentes	2
including full	2
fruitful discussions	2
training skills	2
bukera wfp	2
la rn	2
implementation concerns	2
integrating information	2
transfert de	2
info interior	2
airport island	2
specific esmfs	2
du kwango	2
decentralized provincial	2
household community	2
convenio de	2
support micro	2
frequently affected	2
de produire	2
statistiques nationales	2
cross structures	2
infrastructure programs	2
programme pbo	2
now fetches	2
sites due	2
gratien boni	2
shared among	2
coordination development	2
significant amount	2
environmental systems	2
les inondations	2
arrears payments	2
fiduciary performance	2
well familiar	2
rupununi will	2
las ventas	2
take proven	2
visualization tools	2
different donors	2
rate lending	2
overwhelmingly rural	2
environmental code	2
approximately villages	2
burden remains	2
second control	2
distortions inherent	2
reimbursement methods	2
chief forestry	2
produces kg	2
already allocated	2
report quarterly	2
offset major	2
governance leading	2
challenging fiscal	2
flow table	2
operations helped	2
youth coordinators	2
devolved structures	2
subsidy management	2
include inadequate	2
esc activities	2
expand economic	2
saltinho hydropower	2
use community	2
procurement reform	2
assessing impacts	2
identifying opportunity	2
share prosperity	2
warrantage storage	2
adaptive technologies	2
gafsp project	2
approach ensures	2
pastoral interest	2
wage labour	2
adequate agro	2
report https	2
ua commitment	2
roads developed	2
staffing requirements	2
development gender	2
notable among	2
group avc	2
enhance financial	2
despite strong	2
main goals	2
financed loans	2
program approach	2
cultivation systems	2
guizhou province	2
supply san	2
day monitoring	2
bank applicable	2
good natural	2
draught animal	2
poor country	2
report completion	2
budget credibility	2
knowledge accreditation	2
identifying constraints	2
specific risk	2
necessary guidelines	2
path towards	2
rice programme	2
monitoring bureau	2
joint mdb	2
business center	2
transformative nature	2
poorly staffed	2
namely feeder	2
de foresterie	2
leading reforming	2
private commitment	2
environmental agencies	2
water intake	2
design team	2
autoridad de	2
core funding	2
rural food	2
holder activities	2
livelihood programme	2
policy law	2
operational measures	2
strengthen environmental	2
face higher	2
section contains	2
system coordination	2
implementation committees	2
chain operators	2
quantified estimation	2
pillars combine	2
plan seeks	2
program pod	2
lack basic	2
rejection traditional	2
corn projection	2
aux risques	2
full access	2
banco mundial	2
machinery will	2
compromises soil	2
three indicators	2
government provides	2
raj ghimire	2
construits et	2
process coordinated	2
parkia biglobosa	2
integrated cadastre	2
village planning	2
imf program	2
indicators monitored	2
reforms introduced	2
sustainable modernization	2
traditional know	2
term food	2
economic study	2
poor sanitary	2
innovative agriculture	2
controlling weed	2
nigeriens nourishing	2
policy failures	2
per barrel	2
two sets	2
investments conducive	2
cpf will	2
seed centre	2
include use	2
gdp expanded	2
also train	2
io adb	2
fund beneficiaries	2
returnee migrants	2
km main	2
evidence showing	2
alix patrick	2
centers including	2
enhancing economic	2
de transferencia	2
joint review	2
investments related	2
responsibly manage	2
promising commercial	2
represent important	2
human nutrition	2
quality skills	2
paddy yield	2
allow donors	2
high performing	2
social gap	2
nicolas kotschoubey	2
sector borrower	2
classification issued	2
supplementary grant	2
leone environmental	2
solidarity funds	2
original commitment	2
meetings project	2
major players	2
centers built	2
per week	2
supply division	2
india cpf	2
communities derive	2
local natural	2
tons co	2
whose proposals	2
leurs membres	2
electricity connection	2
border collaboration	2
operating units	2
overall additional	2
formal wage	2
closer trade	2
building needed	2
qui stimule	2
july rehabilitation	2
year ndps	2
review adf	2
infrastructure work	2
guinean economy	2
sector includes	2
greater likelihood	2
lake cohoha	2
executing loan	2
indicator data	2
avdp interventions	2
areas annex	2
edprs iii	2
mantsebo moipone	2
include coffee	2
environmental agreements	2
volatile environment	2
significantly since	2
might elect	2
financing options	2
extension officer	2
parallel accounting	2
convention governing	2
million disbursed	2
paddy equivalent	2
cause mqwram	2
org food	2
funds flows	2
port project	2
environment impacts	2
separate document	2
agriculture board	2
case within	2
political uncertainty	2
drastic price	2
possesses untapped	2
reduction increase	2
sectors provinces	2
internal climate	2
agenda ifad	2
coordinators will	2
malnourished children	2
faster turnaround	2
high household	2
competitive agro	2
feeding troughs	2
women enterprises	2
merh sg	2
significant part	2
aggravating factors	2
energy bissau	2
sostenible los	2
provinces de	2
possible adverse	2
largest livestock	2
focused support	2
participating municipalities	2
repayment schedule	2
typically associated	2
multiple page	2
weier johnson	2
mostly dependent	2
ipr methodology	2
libor based	2
et appui	2
multiple extensions	2
sectoral groups	2
facing agricultural	2
supporting increased	2
increase outreach	2
uxo clearance	2
services directly	2
consultance et	2
transboundary diseases	2
enhancing citizens	2
technology service	2
formes de	2
rural assembly	2
amount advanced	2
mountains poverty	2
generic esmp	2
locally elected	2
important dimension	2
bank funding	2
import export	2
alianzas con	2
slashing production	2
rapid transition	2
functional structure	2
condensed procedures	2
western region	2
project staffing	2
sector farm	2
enhancement efforts	2
producers whose	2
mapping will	2
activity method	2
safe functioning	2
facilitate community	2
one fifth	2
name definition	2
sixth lowest	2
intensive industries	2
agricultural loans	2
expand progressively	2
adequate attention	2
overall sectoral	2
pio will	2
enhanced commercialization	2
economic transition	2
togo must	2
report programme	2
scenarios suggest	2
covered water	2
vulnerability reduction	2
complement productive	2
generate gender	2
higher rates	2
project disbursement	2
php institucion	2
mobilizing external	2
wild food	2
normal bank	2
service tools	2
food exporter	2
second project	2
ha milk	2
ida refugee	2
allocated specifically	2
achieve broad	2
review procedures	2
geographical zones	2
quarter pmu	2
poorest country	2
four project	2
districts across	2
approval august	2
nine technologies	2
social instability	2
will direct	2
climate compatible	2
nine percent	2
village territories	2
effectiveness september	2
reduce social	2
give way	2
northern province	2
global acute	2
planea system	2
water fishing	2
accra agenda	2
also administered	2
declined sharply	2
project starting	2
melet river	2
acceptable procurement	2
program uses	2
stoves distributed	2
state secretary	2
pest organisms	2
accounting method	2
small entrepreneurs	2
tests showed	2
activities based	2
evaluation design	2
periods considered	2
community workers	2
timely availability	2
health ex	2
held presidential	2
drc ongo	2
improving commercialization	2
three school	2
related requirements	2
expenditure increased	2
regional statistics	2
hearth facilities	2
country went	2
tout en	2
home gardening	2
national units	2
propose solutions	2
activities contribute	2
communal development	2
data py	2
report improved	2
area concerning	2
relative abundance	2
evaluation mechanisms	2
external effects	2
chains prioritized	2
na revised	2
promote reliable	2
chains limit	2
major investment	2
supply management	2
instrumentos elaborados	2
socially linked	2
market linkage	2
worth recalling	2
packaging materials	2
safety panels	2
district secretary	2
ed pu	2
producers adopting	2
effectiveness first	2
international fertilizer	2
associated environmental	2
pump system	2
operations model	2
guarantee application	2
regions places	2
populations will	2
performance management	2
veterinary committee	2
bunee will	2
government introduced	2
competent human	2
economist rdgc	2
exclude providers	2
poultry maize	2
concentrate agricultural	2
name nigeria	2
promoting nutrition	2
surveys outcomes	2
presidential terms	2
market competition	2
social fund	2
increasing frequency	2
increased application	2
transfer manual	2
farmers continue	2
inform policy	2
innovative pilots	2
economic entities	2
change context	2
eje dinamizador	2
drought conditions	2
specifically women	2
therefore implications	2
new farming	2
bank grant	2
viable investments	2
achieving two	2
agricultural facilities	2
translate high	2
capital used	2
assisting beneficiaries	2
soit une	2
credit funds	2
cocoa mango	2
return ranging	2
farmers welfare	2
reducing carbon	2
des secteurs	2
assume primary	2
pcr team	2
sector pillar	2
defr signature	2
young female	2
effectively lifting	2
locally sourced	2
productive specialization	2
use registration	2
prevent capital	2
management platforms	2
stakeholders beneficiaries	2
poor business	2
government districts	2
receive less	2
prepare specific	2
proposed smart	2
hien ifad	2
chains focusing	2
pa methodology	2
will capture	2
land maintenance	2
countries included	2
governmental action	2
strictly adhered	2
personas representantes	2
women associations	2
create small	2
enhancing awareness	2
consecuencias adversas	2
based community	2
tractor owners	2
gain experience	2
enabled households	2
agricoles au	2
support agroforestry	2
means project	2
targeted commodity	2
outstanding stability	2
approved investment	2
transforming malian	2
populations livelihood	2
sectors cassava	2
involves two	2
democratic process	2
agricultural biosciences	2
without accessible	2
agent de	2
sum mois	2
minimum net	2
assistance agribusiness	2
actively participates	2
rtae capacities	2
study progress	2
youth whose	2
agricultural genetic	2
activities initiated	2
early childhood	2
market predictability	2
growth series	2
project communication	2
burundi pour	2
weak value	2
effects include	2
electrification periurbaine	2
summary performance	2
best estimates	2
pdf idbdocs	2
production needs	2
productor aumenta	2
afdb institutional	2
africa recommends	2
disposable income	2
et rurale	2
include businesses	2
vulnerable watersheds	2
consideration past	2
special issues	2
party holding	2
recurrent monsoon	2
por uno	2
rules will	2
de recommander	2
heritage sites	2
limited income	2
seed marketing	2
cette revue	2
se especifica	2
particularly severe	2
honey prepared	2
local currenc	2
awareness measures	2
people benefitting	2
conservation works	2
significant cost	2
promoting sedentary	2
results showed	2
revenue agency	2
development continues	2
pooled treasury	2
impact associated	2
construction programme	2
target semi	2
generales adicionales	2
ppp management	2
integration within	2
larger potential	2
selected sps	2
south corridor	2
outcome level	2
regional security	2
services offer	2
budget appropriations	2
highly unlikely	2
upcoming projects	2
broaden perspective	2
asdu will	2
regarding potential	2
standard survey	2
recipient landowners	2
increased density	2
pedagogical models	2
banking assets	2
whose performance	2
within watersheds	2
allocated plots	2
de impacto	2
farmers per	2
support packages	2
near real	2
monthly flow	2
future due	2
veterinary laboratory	2
ethnically diverse	2
development jica	2
continuous community	2
drainage irrigation	2
eirr npv	2
change scenarios	2
terms set	2
two female	2
managed grass	2
long terme	2
outre les	2
skills assets	2
autotrophic hydroponics	2
companies mitigation	2
community franc	2
formal consultative	2
avoid overlap	2
general shall	2
giving preference	2
mics unicef	2
contextual risks	2
developing sustainable	2
maglia mef	2
corresponding component	2
selected five	2
eventually lead	2
partners appendix	2
traders aggregators	2
ciblage sera	2
june th	2
irrigable potential	2
ppp will	2
nations fso	2
schedule safeguards	2
lowest rate	2
grazing systems	2
enterprises created	2
basic foods	2
much lesser	2
whose mandate	2
weaving halls	2
change specialist	2
agricom final	2
farming agreements	2
tenure framework	2
dairy farm	2
million face	2
agricultural cycle	2
project efficiency	2
su st	2
remain elevated	2
predetermined roles	2
biophysical factors	2
streamlining business	2
ahfr projet	2
postharvest management	2
opportunities relating	2
futuro la	2
awpb procurement	2
undergo training	2
overall intervention	2
facilitate agribusiness	2
allow measuring	2
internet markets	2
four regional	2
specific raps	2
rehabilitating storage	2
inequality appears	2
women household	2
fish population	2
evaluation bureau	2
milk productivity	2
best management	2
guatemalan children	2
discounted stream	2
mag regulations	2
chain products	2
lead environmental	2
production usd	2
category grant	2
now known	2
socioeconomic services	2
first nationally	2
violence limit	2
per component	2
bay restoration	2
comme les	2
proposed esmf	2
various assessments	2
poor links	2
scheme program	2
also meet	2
development republic	2
program mis	2
promoters will	2
niger border	2
youth affairs	2
electronic archiving	2
increases agricultural	2
progress payment	2
towards women	2
tropical moist	2
latest evaluation	2
cropped areas	2
disputes involving	2
bentley et	2
conept note	2
commercial relations	2
unpredictable supply	2
victoria water	2
option cross	2
propiedad sobre	2
pmps will	2
inra offices	2
national farmers	2
two expected	2
encourage women	2
improve economies	2
environment using	2
since march	2
yield significant	2
provided will	2
made possible	2
harness remittances	2
plain irrigation	2
javier obreque	2
policy processes	2
developing high	2
breeds released	2
private technical	2
programme se	2
cabinda provincial	2
set objectives	2
primarily includes	2
firms contracts	2
partir du	2
operational seed	2
expenditure account	2
notably pillar	2
leveraging effect	2
including lack	2
recurrent expenditures	2
economic criteria	2
empower icar	2
strengthening community	2
oil products	2
growth sector	2
de desembolsos	2
modern value	2
candidatures des	2
includes financing	2
final consumption	2
business clusters	2
csa outcomes	2
partnership development	2
making africa	2
implementation processes	2
acordar otra	2
globally significant	2
strengthening partnerships	2
progressing toward	2
dcea director	2
facing water	2
new momentum	2
reforestation actions	2
agriculture yields	2
suivi interne	2
existing wuas	2
technologies financed	2
associations including	2
underemployment affects	2
cascading tank	2
treasury mdb	2
consultants belonging	2
capital funds	2
pests disease	2
kenya vision	2
nadu irrigated	2
commercialisation plus	2
villages around	2
mcrp af	2
coverage expanded	2
operational throughout	2
operations involving	2
unconditional cash	2
including customer	2
adding activities	2
enterprises spf	2
reproductive efficiency	2
iv ii	2
adequately captured	2
jeanine milly	2
three sections	2
key element	2
animal management	2
operations implemented	2
manage productive	2
coast market	2
host population	2
adequately staffed	2
comprised public	2
activities cuts	2
physical capacity	2
indicator cost	2
por los	2
years including	2
implementing development	2
diversity inclusion	2
electrification component	2
manual integrating	2
recent wdi	2
ifad portfolio	2
favour women	2
th december	2
interim country	2
agribusiness parks	2
terrorist groups	2
opening benchmarks	2
take responsibilities	2
gangetic dolphin	2
appear reasonable	2
paysans au	2
isds aug	2
ie ca	2
reinboursment method	2
higher paying	2
groundwater zone	2
including programs	2
water caused	2
strengthen investments	2
rejection develop	2
priority setting	2
pack houses	2
school teachers	2
document eligible	2
awps procurement	2
work area	2
infrastructure completed	2
part ii	2
capital accumulation	2
vegetable value	2
financing technology	2
esmp includes	2
agribusiness food	2
finance pmu	2
wastewater infrastructure	2
specialist nyaneba	2
two private	2
technology private	2
level governance	2
collective participation	2
strategic regional	2
mofa will	2
manufacturing activities	2
irrigation programme	2
place will	2
management agencies	2
selling cattle	2
average incentive	2
traditional water	2
dhushyanth raju	2
neeta hooda	2
drought resilient	2
group burundi	2
stakeholder ownership	2
poor smallholders	2
budgetary appropriation	2
ec edf	2
energie omvg	2
match ifad	2
remains hampered	2
improve average	2
identified commodities	2
banana producers	2
households back	2
improved productive	2
documented including	2
lower levels	2
events causing	2
degraded flood	2
african heads	2
one cattle	2
le haricot	2
identify strengths	2
develop expertise	2
support financing	2
ffs will	2
comprehensive program	2
subprojects include	2
procar qui	2
generating new	2
manure discharges	2
uses data	2
effective system	2
including participation	2
financing partners	2
developing selected	2
adf countries	2
timely financial	2
december report	2
chain link	2
morocco green	2
providing affordable	2
ethnic communities	2
seven investment	2
using traditional	2
includes business	2
ifad iica	2
strengthened institutional	2
tranche measures	2
similar types	2
viable manner	2
sector expenditure	2
several dimensions	2
new poor	2
yes increase	2
services also	2
finance retroactively	2
supervision team	2
emerging economies	2
areas poverty	2
productive contexts	2
leone executing	2
crops development	2
recorded achievements	2
indicators established	2
various investment	2
fisheries destruction	2
standalone safeguards	2
corridor connecting	2
imf executive	2
proper recording	2
limit investment	2
light equipment	2
local transporters	2
agreed actions	2
widely scattered	2
competitive production	2
adequate studies	2
fully effective	2
community councils	2
biophysical environments	2
insufficient storage	2
gvt project	2
fcp fr	2
study aims	2
second climate	2
specific targeting	2
per insemination	2
young seed	2
cultures de	2
teodoro noel	2
pesticides used	2
productivity support	2
population pressures	2
indigenous community	2
different iterations	2
clear potential	2
security implementing	2
initiatives aimed	2
loans remain	2
meet international	2
land mines	2
households identified	2
specify date	2
cadenas en	2
proposed lake	2
beneficiary surveys	2
reduce fiscal	2
angola since	2
women occupy	2
cover six	2
promotes good	2
de monitoreo	2
educational institutions	2
participatory forest	2
closely coordinate	2
selected tank	2
human water	2
fhb technical	2
economically important	2
peace deal	2
expected annual	2
consulted parties	2
ton pounds	2
including fonsis	2
fully described	2
commodity trade	2
economic capital	2
corruption authority	2
ruminant farms	2
iita management	2
sustainable incomes	2
acquire certified	2
tail end	2
solid progress	2
income states	2
shall engage	2
proactively address	2
leveraging investments	2
poverty decreased	2
export earner	2
sectoral growth	2
vulnerable youth	2
friendly agri	2
total sub	2
ensure synergies	2
year olds	2
segmentation methodology	2
africa life	2
registration processes	2
technology subsidy	2
implemented various	2
sustained policy	2
increased shared	2
facilitates public	2
aquatic ecosystems	2
private property	2
accra urban	2
permanent seedlings	2
providers recruited	2
building strong	2
informed agro	2
seven targeted	2
organisms mariella	2
receive assistance	2
existing traditional	2
section addressing	2
especially poor	2
bissau executing	2
des affaires	2
maritime delta	2
site level	2
management models	2
baseline conditions	2
expenditure pose	2
agreement beneficiary	2
lower risks	2
access economic	2
areas requiring	2
substantial incomes	2
program levels	2
include infrastructure	2
caused economic	2
operational annexes	2
exist among	2
although guinea	2
using established	2
increasing scarcity	2
overall physical	2
profit margin	2
dike will	2
social multinational	2
proactive approach	2
containing public	2
las cinco	2
million note	2
special grants	2
also shows	2
markets trends	2
construction infrastructure	2
fishing boats	2
processing models	2
increase fresh	2
robust grievance	2
la madre	2
variable inputs	2
sector particularly	2
important stakeholders	2
programme objective	2
two vocational	2
field days	2
remains subdued	2
expected yield	2
clustered around	2
fiscal crisis	2
certain stakeholders	2
mafidev will	2
will increasingly	2
appendices appendix	2
will actively	2
greater income	2
loan agree	2
significant asset	2
based differences	2
municipal waste	2
enhance synergy	2
prepared kilometres	2
wahab et	2
year compared	2
additional non	2
sector rtae	2
size rehabilitation	2
engineering background	2
inclusion program	2
level land	2
decentralized local	2
ros pipeline	2
largely unorganized	2
environmental flows	2
method estimate	2
equitable growth	2
mou memorandum	2
existing ict	2
eirr decrease	2
jonathan martin	2
benefit individual	2
adequate funds	2
include diversification	2
infrastructure required	2
install drip	2
whose implementation	2
low diversification	2
technical tools	2
mountainous terrain	2
genetic potential	2
regulated artisanal	2
tourism destinations	2
disbursement date	2
factors contribute	2
fully justified	2
report government	2
las cuales	2
sources amount	2
lending currency	2
appropriate expertise	2
yet finalized	2
bs will	2
agronomist specialised	2
one based	2
direct agreement	2
weakened judicial	2
enterprise policy	2
sanitation related	2
proper handling	2
services grew	2
biggest pathway	2
body will	2
oio region	2
local agencies	2
profitable despite	2
anchor infrastructure	2
along targeted	2
enhances diversification	2
development service	2
republic africa	2
control research	2
master agreement	2
workers system	2
national union	2
total resources	2
essential basic	2
envisaged increased	2
farmers provided	2
credit risks	2
current practice	2
agreement effectiveness	2
le changement	2
severely degraded	2
burn agriculture	2
techniques implemented	2
covered areas	2
zar per	2
philippe tre	2
rising incomes	2
main weaknesses	2
sont essentiellement	2
administrative team	2
individual farm	2
financing niger	2
demonstration centers	2
financing number	2
temporary slowdown	2
improve employment	2
les plateformes	2
ntkita nda	2
communes adjacent	2
various reasons	2
moins agriculteurs	2
